,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.5540
balance_train_Cutoff,0.4534
balance_train_Acc,0.6488
balance_train_MCC,0.3315
balance_train_Sen,0.8690
balance_train_Spe,0.4286
balance_train_PPV,0.6033
balance_train_NPV,0.7660
balance_train_Youden Index,0.2976
balance_train_AUC,0.6005
balance_train_95% CIs,[0.5131-0.6879]
balance_train_Std,0.0446
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.3854
train_Cutoff,0.4534
train_Acc,0.5748
train_MCC,0.2907
train_Sen,0.8605
train_Spe,0.4286
train_PPV,0.4353
train_NPV,0.8571
train_Youden Index,0.2890
train_AUC,0.5955
train_95% CIs,[0.4967-0.6943]
train_Std,0.0504
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.4074
test_Cutoff,0.4569
test_Acc,0.6364
test_MCC,0.3902
test_Sen,0.8947
test_Spe,0.5000
test_PPV,0.4857
test_NPV,0.9000
test_Youden Index,0.3947
test_AUC,0.6520
test_95% CIs,[0.5089-0.7952]
test_Std,0.0730
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.7732
cv_train_Cutoff,0.4349
cv_train_Acc,0.7470
cv_train_MCC,0.5252
cv_train_Sen,0.9167
cv_train_Spe,0.5774
cv_train_PPV,0.6844
cv_train_NPV,0.8739
cv_train_Youden Index,0.4940
cv_train_AUC,0.7955
cv_train_95% CIs,[0.7615-0.8294]
cv_train_Std,0.0173
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.5218
cv_val_Cutoff,0.4610
cv_val_Acc,0.7323
cv_val_MCC,0.4242
cv_val_Sen,0.6744
cv_val_Spe,0.7619
cv_val_PPV,0.5918
cv_val_NPV,0.8205
cv_val_Youden Index,0.4363
cv_val_AUC,0.7215
cv_val_95% CIs,[0.6305-0.8125]
cv_val_Std,0.0464
