,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9129
balance_train_Cutoff,0.4796
balance_train_Acc,0.8869
balance_train_MCC,0.7739
balance_train_Sen,0.8810
balance_train_Spe,0.8929
balance_train_PPV,0.8916
balance_train_NPV,0.8824
balance_train_Youden Index,0.7738
balance_train_AUC,0.9235
balance_train_95% CIs,[0.8818-0.9652]
balance_train_Std,0.0213
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.8566
train_Cutoff,0.4796
train_Acc,0.8898
train_MCC,0.7611
train_Sen,0.8837
train_Spe,0.8929
train_PPV,0.8085
train_NPV,0.9375
train_Youden Index,0.7766
train_AUC,0.9211
train_95% CIs,[0.8682-0.9740]
train_Std,0.0270
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.8812
test_Cutoff,0.4153
test_Acc,0.8545
test_MCC,0.7019
test_Sen,0.8947
test_Spe,0.8333
test_PPV,0.7391
test_NPV,0.9375
test_Youden Index,0.7281
test_AUC,0.9064
test_95% CIs,[0.8052-1.0000]
test_Std,0.0517
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9122
cv_train_Cutoff,0.5529
cv_train_Acc,0.8810
cv_train_MCC,0.7622
cv_train_Sen,0.8958
cv_train_Spe,0.8661
cv_train_PPV,0.8699
cv_train_NPV,0.8926
cv_train_Youden Index,0.7619
cv_train_AUC,0.9305
cv_train_95% CIs,[0.9110-0.9500]
cv_train_Std,0.0100
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7580
cv_val_Cutoff,0.5199
cv_val_Acc,0.8583
cv_val_MCC,0.6875
cv_val_Sen,0.8140
cv_val_Spe,0.8810
cv_val_PPV,0.7778
cv_val_NPV,0.9024
cv_val_Youden Index,0.6949
cv_val_AUC,0.8522
cv_val_95% CIs,[0.7735-0.9309]
cv_val_Std,0.0402
