,weight
PCA_feature_1,0.2438537758327288
PCA_feature_2,0.45304148660374643
PCA_feature_3,0.7814950984456928
PCA_feature_4,0.30758259057673415
PCA_feature_5,0.6987590323807152
PCA_feature_6,0.5859366090777308
PCA_feature_7,0.12393643173521376
PCA_feature_8,1.0113257912119311
PCA_feature_9,0.7197714294820808
PCA_feature_10,0.8961349764153652
PCA_feature_11,0.8025154520091812
PCA_feature_12,0.6956262321187296
PCA_feature_13,0.41566692008615963
PCA_feature_14,0.8898443006840592
PCA_feature_15,0.18857302242991505
PCA_feature_16,0.6631544082057187
PCA_feature_17,0.3826561000026058
PCA_feature_18,1.3181235073052164
PCA_feature_19,0.8992925031502953
PCA_feature_20,0.6322632966766676
PCA_feature_21,0.40610730567719533
PCA_feature_22,0.32684360297265064
PCA_feature_23,0.6256987568463545
PCA_feature_24,0.19392310398442836
PCA_feature_25,0.627398983335619
PCA_feature_26,0.31854173012660975
PCA_feature_27,0.9283654637302585
PCA_feature_28,0.1822421707596633
PCA_feature_29,0.43031098320539046
PCA_feature_30,0.3510635367058762
PCA_feature_31,0.7706922827798997
PCA_feature_32,0.6469446972966749
PCA_feature_33,0.2741830696990282
PCA_feature_34,0.12261375679509154
PCA_feature_35,0.7671368167286624
PCA_feature_36,-0.12398288386271603
PCA_feature_37,1.3170709924454063
PCA_feature_38,0.5831483924185613
PCA_feature_39,0.5828950094721025
PCA_feature_40,0.15697540801574658
PCA_feature_41,0.934644648747033
PCA_feature_42,0.8249124451485578
PCA_feature_43,0.27185762756870036
PCA_feature_44,1.1577575966109876
PCA_feature_45,0.21110584280749478
PCA_feature_46,-0.11256530794099961
PCA_feature_47,0.19843116521609408
PCA_feature_48,0.7136254648197141
PCA_feature_49,0.6423406964087159
PCA_feature_50,0.21747716028784736
PCA_feature_51,0.727543643783477
PCA_feature_52,0.403520593063673
PCA_feature_53,0.4306699000487377
PCA_feature_54,0.49431827431498265
PCA_feature_55,-0.4619726917379958
PCA_feature_56,0.17125471742750487
PCA_feature_57,0.6334839272047486
PCA_feature_58,0.2766731176023686
PCA_feature_59,0.5731687731978339
PCA_feature_60,-0.18435331810881828
PCA_feature_61,0.6900444121565372
PCA_feature_62,0.0003792724008778864
PCA_feature_63,-0.08498236445409123
PCA_feature_64,0.19025212432268523
PCA_feature_65,0.22814763392803933
PCA_feature_66,0.026121669340767702
PCA_feature_67,-0.3357980336344629
PCA_feature_68,0.42127937407744215
PCA_feature_69,-0.08525153481449613
PCA_feature_70,-0.42988241746835654
PCA_feature_71,0.0541930242089716
PCA_feature_72,0.19748827860961363
PCA_feature_73,0.2694203446396097
PCA_feature_74,0.5727072233849612
PCA_feature_75,-0.3462390470988258
PCA_feature_76,-0.22745600615219433
PCA_feature_77,0.029036290914205697
PCA_feature_78,0.2230781062800189
PCA_feature_79,-0.0789767699140944
PCA_feature_80,-0.08459278504675705
PCA_feature_81,0.008721786463039895
PCA_feature_82,-0.13027954808523268
PCA_feature_83,-0.12129695173332485
PCA_feature_84,0.12639867251650555
PCA_feature_85,-0.07614590228701139
PCA_feature_86,1.1099249714471915
PCA_feature_87,0.4065492065790183
PCA_feature_88,0.5822310142708844
PCA_feature_89,0.3821890520532034
PCA_feature_90,-0.8284667610992614
PCA_feature_91,-0.3911438665035321
PCA_feature_92,0.1373070943601388
PCA_feature_93,-0.30406692599615254
PCA_feature_94,-0.46663135095201996
PCA_feature_95,0.8460732825532137
PCA_feature_96,-0.5002257338254044
PCA_feature_97,0.7165457146848302
PCA_feature_98,-0.04953963665455363
PCA_feature_99,-0.09917786093184448
