,weight
PCA_feature_100,0.30724826519620557
PCA_feature_101,0.16925024131884592
PCA_feature_102,-0.15247596902227334
PCA_feature_103,0.36147849062265835
PCA_feature_104,0.237295301759759
PCA_feature_105,0.27231718357648915
PCA_feature_106,-0.925163718122859
PCA_feature_107,0.9650356124805409
PCA_feature_108,0.07175714881021891
PCA_feature_109,1.1532083880716015
PCA_feature_110,2.044863011161905
PCA_feature_111,0.21772793954441436
PCA_feature_112,-1.0757703448996891
PCA_feature_113,0.6494200141561891
PCA_feature_114,1.4063772111069006
PCA_feature_115,0.9746878272686821
PCA_feature_116,0.09848568378945251
PCA_feature_117,0.6376668853766243
PCA_feature_118,0.6319642788903058
PCA_feature_119,-0.013257854047673398
PCA_feature_120,-0.22302602322677365
PCA_feature_121,-0.2638820030890063
PCA_feature_122,0.3054071980659942
PCA_feature_123,0.2019665518685949
PCA_feature_124,2.0181287030681543
PCA_feature_125,-0.3278920282385729
PCA_feature_126,-0.12570680139379706
PCA_feature_127,0.4995197118923659
PCA_feature_128,0.4813302676642708
PCA_feature_129,0.6490091898184175
PCA_feature_130,0.7302585138410608
PCA_feature_131,0.9614626077412644
PCA_feature_132,0.7272609010488604
PCA_feature_133,0.19455883550953793
PCA_feature_134,0.4763442903929614
PCA_feature_135,0.7269895543340429
PCA_feature_136,0.4495394266945096
PCA_feature_137,0.40415958288555687
PCA_feature_138,0.683550923917766
PCA_feature_139,0.8507543893908456
PCA_feature_140,0.4993014162591592
PCA_feature_141,0.2668272587635785
PCA_feature_142,0.7200867437449064
PCA_feature_143,0.09010092516599436
PCA_feature_144,0.35439828576074617
PCA_feature_145,0.3382657569336919
PCA_feature_146,0.21381446413865324
PCA_feature_147,0.4475483604190499
PCA_feature_148,0.5951846119587294
PCA_feature_149,0.45278535824046695
PCA_feature_150,0.28676187618738275
PCA_feature_151,0.6988525796402298
PCA_feature_152,0.558745546647359
PCA_feature_153,0.6750800159363708
PCA_feature_154,0.915420375713298
PCA_feature_155,0.5445123064537639
PCA_feature_156,0.1359399234892725
PCA_feature_157,0.278534896248058
PCA_feature_158,0.7489209752765361
PCA_feature_159,0.576047924883806
PCA_feature_160,0.448419742054247
PCA_feature_161,0.4347048157184729
PCA_feature_162,0.5595525346820673
PCA_feature_163,0.33583855367350063
PCA_feature_164,0.3079748206347049
PCA_feature_165,0.49141047772135954
PCA_feature_166,0.40030694673402833
PCA_feature_167,0.795392407924357
PCA_feature_168,0.3333000556772844
