,Coef
PCA_feature_2,-0.16752905202081725
PCA_feature_3,0.1532524838411739
PCA_feature_9,0.05238617369385645
PCA_feature_10,-0.08514123994061751
PCA_feature_11,-0.19947963609415403
PCA_feature_12,0.3531058350829276
PCA_feature_13,0.19357879021088886
PCA_feature_16,0.4147525110830611
PCA_feature_23,0.22341517944407904
PCA_feature_25,-0.13575748476241584
PCA_feature_26,-0.41356424817119486
PCA_feature_41,-0.41665397643074337
PCA_feature_58,-0.009259119081733838
PCA_feature_131,-5.272802257536567e-15
PCA_feature_135,1.2402949634443968e-14
PCA_feature_137,2.0151923202479326e-14
PCA_feature_142,-3.225490999194536e-14
PCA_feature_143,1.0002163001540044e-14
PCA_feature_147,5.924034528252847e-15
PCA_feature_153,-2.2653130597313434e-14
