,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9658
balance_train_Cutoff,0.6245
balance_train_Acc,0.9345
balance_train_MCC,0.8696
balance_train_Sen,0.9167
balance_train_Spe,0.9524
balance_train_PPV,0.9506
balance_train_NPV,0.9195
balance_train_Youden Index,0.8690
balance_train_AUC,0.9714
balance_train_95% CIs,[0.9483-0.9944]
balance_train_Std,0.0118
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.9321
train_Cutoff,0.4419
train_Acc,0.9213
train_MCC,0.8343
train_Sen,0.9535
train_Spe,0.9048
train_PPV,0.8367
train_NPV,0.9744
train_Youden Index,0.8583
train_AUC,0.9690
train_95% CIs,[0.9433-0.9947]
train_Std,0.0131
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.8391
test_Cutoff,0.6296
test_Acc,0.8364
test_MCC,0.6556
test_Sen,0.8421
test_Spe,0.8333
test_PPV,0.7273
test_NPV,0.9091
test_Youden Index,0.6754
test_AUC,0.8816
test_95% CIs,[0.7688-0.9944]
test_Std,0.0576
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9880
cv_train_Cutoff,0.5144
cv_train_Acc,0.9807
cv_train_MCC,0.9617
cv_train_Sen,0.9940
cv_train_Spe,0.9673
cv_train_PPV,0.9681
cv_train_NPV,0.9939
cv_train_Youden Index,0.9613
cv_train_AUC,0.9906
cv_train_95% CIs,[0.9840-0.9972]
cv_train_Std,0.0034
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7857
cv_val_Cutoff,0.3580
cv_val_Acc,0.8661
cv_val_MCC,0.7176
cv_val_Sen,0.8837
cv_val_Spe,0.8571
cv_val_PPV,0.7600
cv_val_NPV,0.9351
cv_val_Youden Index,0.7409
cv_val_AUC,0.8904
cv_val_95% CIs,[0.8296-0.9512]
cv_val_Std,0.0310
