,Coef
PCA_feature_110,-0.5160455775750237
PCA_feature_124,-0.5621654784528338
PCA_feature_114,-0.23269915004922634
PCA_feature_18,-0.06440629410747656
PCA_feature_37,0.34162832824023215
PCA_feature_44,-0.019737543845918193
PCA_feature_109,-0.3705368422041689
PCA_feature_86,-0.11327578033843075
PCA_feature_112,-0.08881816874222828
PCA_feature_8,-0.022142548699520204
PCA_feature_115,-0.4803396080511769
PCA_feature_107,-0.4782445141360292
PCA_feature_131,-7.165951779440927e-14
PCA_feature_41,0.0931947467076073
PCA_feature_27,0.28150244186955065
PCA_feature_106,0.00632732007405945
PCA_feature_154,2.2327653943142324e-14
PCA_feature_19,0.227492145235198
PCA_feature_10,-0.1735367136458793
