,F,P
PCA_feature_146,18.177579787186776,3.367791229789249e-05
PCA_feature_147,16.696220167338414,6.815197703059895e-05
PCA_feature_148,0.4508502124843698,0.502864790452751
PCA_feature_149,8.784068841413774,0.0034858922943094943
PCA_feature_150,0.21480170762947515,0.6436367243796484
PCA_feature_151,9.55926691054271,0.0023340416429089416
PCA_feature_152,0.37813511450673887,0.5394450026059383
PCA_feature_153,11.568683891786316,0.0008403507658545752
PCA_feature_154,10.526779531593402,0.0014228524393965743
PCA_feature_155,0.5897864247835491,0.4435927905654411
PCA_feature_156,9.26538658360091,0.0027160165446870957
PCA_feature_157,0.734430244774775,0.3926864275758509
PCA_feature_158,2.4910594799986447,0.11639832833750742
PCA_feature_159,0.8208597976751916,0.36624208587564555
PCA_feature_160,14.044802050103064,0.00024606577735888615
PCA_feature_161,3.777151263918566,0.05364831721003918
PCA_feature_162,52.08375128534105,1.8094396752144555e-11
PCA_feature_163,28.176956394216546,3.5063324263834263e-07
PCA_feature_164,5.309546272994011,0.022447985232188855
PCA_feature_165,10.128604736431463,0.0017430310668103634
PCA_feature_166,3.1028742929688975,0.07999517562029976
PCA_feature_167,8.946489952094861,0.0032037497377511177
PCA_feature_168,9.607008792896286,0.0022774014724484576
