,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9712
balance_train_Cutoff,0.5049
balance_train_Acc,0.9107
balance_train_MCC,0.8314
balance_train_Sen,0.9881
balance_train_Spe,0.8333
balance_train_PPV,0.8557
balance_train_NPV,0.9859
balance_train_Youden Index,0.8214
balance_train_AUC,0.9722
balance_train_95% CIs,[0.9527-0.9918]
balance_train_Std,0.0100
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.9372
train_Cutoff,0.5049
train_Acc,0.8819
train_MCC,0.7721
train_Sen,0.9767
train_Spe,0.8333
train_PPV,0.7500
train_NPV,0.9859
train_Youden Index,0.8101
train_AUC,0.9668
train_95% CIs,[0.9414-0.9921]
train_Std,0.0129
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.6567
test_Cutoff,0.5409
test_Acc,0.7818
test_MCC,0.5175
test_Sen,0.6842
test_Spe,0.8333
test_PPV,0.6842
test_NPV,0.8333
test_Youden Index,0.5175
test_AUC,0.7675
test_95% CIs,[0.6253-0.9098]
test_Std,0.0726
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9987
cv_train_Cutoff,0.5312
cv_train_Acc,0.9926
cv_train_MCC,0.9852
cv_train_Sen,1.0000
cv_train_Spe,0.9851
cv_train_PPV,0.9853
cv_train_NPV,1.0000
cv_train_Youden Index,0.9851
cv_train_AUC,0.9988
cv_train_95% CIs,[0.9973-1.0000]
cv_train_Std,0.0007
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.5037
cv_val_Cutoff,0.5003
cv_val_Acc,0.7087
cv_val_MCC,0.3459
cv_val_Sen,0.5581
cv_val_Spe,0.7857
cv_val_PPV,0.5714
cv_val_NPV,0.7765
cv_val_Youden Index,0.3439
cv_val_AUC,0.6586
cv_val_95% CIs,[0.5507-0.7666]
cv_val_Std,0.0551
