,Coef
PCA_feature_2,-0.06150553716315936
PCA_feature_3,0.1339801089098918
PCA_feature_10,-0.2869547829446942
PCA_feature_11,0.3764104545666827
PCA_feature_22,0.44830700538061935
PCA_feature_27,0.4592668022994222
PCA_feature_59,-1.3196862967473275
PCA_feature_127,475027332633633.4
PCA_feature_129,243825948596992.03
PCA_feature_130,90478584807711.72
PCA_feature_131,-382447615413005.7
PCA_feature_132,456308009297688.9
PCA_feature_133,287151102950882.06
PCA_feature_136,-320019314780420.44
PCA_feature_138,-420976830922874.75
PCA_feature_139,-45776267402302.95
PCA_feature_140,-92708888927897.12
PCA_feature_154,-163910663306997.4
PCA_feature_167,9904860759263.336
