,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9206
balance_train_Cutoff,0.6297
balance_train_Acc,0.8869
balance_train_MCC,0.7739
balance_train_Sen,0.8810
balance_train_Spe,0.8929
balance_train_PPV,0.8916
balance_train_NPV,0.8824
balance_train_Youden Index,0.7738
balance_train_AUC,0.9291
balance_train_95% CIs,[0.8883-0.9700]
balance_train_Std,0.0208
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.8582
train_Cutoff,0.6297
train_Acc,0.8819
train_MCC,0.7417
train_Sen,0.8605
train_Spe,0.8929
train_PPV,0.8043
train_NPV,0.9259
train_Youden Index,0.7533
train_AUC,0.9225
train_95% CIs,[0.8717-0.9733]
train_Std,0.0259
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.8991
test_Cutoff,0.5604
test_Acc,0.9091
test_MCC,0.8117
test_Sen,0.9474
test_Spe,0.8889
test_PPV,0.8182
test_NPV,0.9697
test_Youden Index,0.8363
test_AUC,0.9576
test_95% CIs,[0.9052-1.0000]
test_Std,0.0267
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9532
cv_train_Cutoff,0.5363
cv_train_Acc,0.9301
cv_train_MCC,0.8615
cv_train_Sen,0.9583
cv_train_Spe,0.9018
cv_train_PPV,0.9070
cv_train_NPV,0.9558
cv_train_Youden Index,0.8601
cv_train_AUC,0.9652
cv_train_95% CIs,[0.9512-0.9791]
cv_train_Std,0.0071
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7685
cv_val_Cutoff,0.4622
cv_val_Acc,0.8661
cv_val_MCC,0.7120
cv_val_Sen,0.8605
cv_val_Spe,0.8690
cv_val_PPV,0.7708
cv_val_NPV,0.9241
cv_val_Youden Index,0.7295
cv_val_AUC,0.8768
cv_val_95% CIs,[0.8083-0.9453]
cv_val_Std,0.0350
