,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8472
balance_train_Cutoff,0.5831
balance_train_Acc,0.8452
balance_train_MCC,0.6905
balance_train_Sen,0.8452
balance_train_Spe,0.8452
balance_train_PPV,0.8452
balance_train_NPV,0.8452
balance_train_Youden Index,0.6905
balance_train_AUC,0.8681
balance_train_95% CIs,[0.8099-0.9262]
balance_train_Std,0.0296
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.7416
train_Cutoff,0.5831
train_Acc,0.8425
train_MCC,0.6634
train_Sen,0.8372
train_Spe,0.8452
train_PPV,0.7347
train_NPV,0.9103
train_Youden Index,0.6824
train_AUC,0.8657
train_95% CIs,[0.7955-0.9360]
train_Std,0.0358
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.4534
test_Cutoff,2.0000
test_Acc,0.6545
test_MCC,0.0000
test_Sen,0.0000
test_Spe,1.0000
test_PPV,0.0000
test_NPV,0.6545
test_Youden Index,0.0000
test_AUC,0.4327
test_95% CIs,[0.2921-0.5734]
test_Std,0.0718
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.8775
cv_train_Cutoff,0.5198
cv_train_Acc,0.8289
cv_train_MCC,0.6586
cv_train_Sen,0.8542
cv_train_Spe,0.8036
cv_train_PPV,0.8130
cv_train_NPV,0.8464
cv_train_Youden Index,0.6577
cv_train_AUC,0.8896
cv_train_95% CIs,[0.8645-0.9146]
cv_train_Std,0.0128
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.4616
cv_val_Cutoff,2.0000
cv_val_Acc,0.6614
cv_val_MCC,0.0000
cv_val_Sen,0.0000
cv_val_Spe,1.0000
cv_val_PPV,0.0000
cv_val_NPV,0.6614
cv_val_Youden Index,0.0000
cv_val_AUC,0.4471
cv_val_95% CIs,[0.3549-0.5393]
cv_val_Std,0.0471
