,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8867
balance_train_Cutoff,0.5013
balance_train_Acc,0.8333
balance_train_MCC,0.6864
balance_train_Sen,0.7143
balance_train_Spe,0.9524
balance_train_PPV,0.9375
balance_train_NPV,0.7692
balance_train_Youden Index,0.6667
balance_train_AUC,0.8651
balance_train_95% CIs,[0.8058-0.9244]
balance_train_Std,0.0303
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.7978
train_Cutoff,0.4901
train_Acc,0.8268
train_MCC,0.6132
train_Sen,0.7442
train_Spe,0.8690
train_PPV,0.7442
train_NPV,0.8690
train_Youden Index,0.6132
train_AUC,0.8458
train_95% CIs,[0.7636-0.9280]
train_Std,0.0419
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.8263
test_Cutoff,0.4708
test_Acc,0.8545
test_MCC,0.7019
test_Sen,0.8947
test_Spe,0.8333
test_PPV,0.7391
test_NPV,0.9375
test_Youden Index,0.7281
test_AUC,0.8933
test_95% CIs,[0.8029-0.9837]
test_Std,0.0461
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.8008
cv_train_Cutoff,0.4770
cv_train_Acc,0.7783
cv_train_MCC,0.5573
cv_train_Sen,0.8036
cv_train_Spe,0.7530
cv_train_PPV,0.7649
cv_train_NPV,0.7931
cv_train_Youden Index,0.5565
cv_train_AUC,0.8281
cv_train_95% CIs,[0.7967-0.8596]
cv_train_Std,0.0160
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7244
cv_val_Cutoff,0.4787
cv_val_Acc,0.7717
cv_val_MCC,0.4931
cv_val_Sen,0.6744
cv_val_Spe,0.8214
cv_val_PPV,0.6591
cv_val_NPV,0.8313
cv_val_Youden Index,0.4958
cv_val_AUC,0.8054
cv_val_95% CIs,[0.7245-0.8862]
cv_val_Std,0.0412
