,Coef
PCA_feature_3,0.14987047545570398
PCA_feature_10,-0.26566288951871225
PCA_feature_11,0.275995946472874
PCA_feature_15,-0.22139969423436365
PCA_feature_19,0.2827887560019223
PCA_feature_22,0.31036804325571093
PCA_feature_23,0.25465762759161475
PCA_feature_27,0.36027992261273123
PCA_feature_30,-0.3336786503842296
PCA_feature_37,0.34645302405390865
PCA_feature_54,-0.4538867266800087
PCA_feature_59,-0.5800036211962744
PCA_feature_129,2.8892534907527697e-15
PCA_feature_131,-2.7293655800137278e-15
PCA_feature_138,-1.5984038071141705e-15
PCA_feature_140,4.1752420391325073e-16
PCA_feature_154,3.5091760832746636e-16
PCA_feature_157,-4.905204140276663e-16
PCA_feature_161,-7.598121378195037e-16
