,Coef
PCA_feature_2,-0.11067298791877607
PCA_feature_3,0.15695942862440376
PCA_feature_10,-0.28252655476796573
PCA_feature_11,0.23723758942454137
PCA_feature_22,0.3365606511182484
PCA_feature_27,0.345627792502085
PCA_feature_59,-0.8169517466768723
PCA_feature_127,0.0
PCA_feature_129,0.0
PCA_feature_130,0.0
PCA_feature_131,0.0
PCA_feature_132,0.0
PCA_feature_133,0.0
PCA_feature_136,0.0
PCA_feature_138,0.0
PCA_feature_139,0.0
PCA_feature_140,0.0
PCA_feature_154,0.0
PCA_feature_167,0.0
