,F,P
PCA_feature_156,0.00680433123656063,0.9342583659652602
PCA_feature_157,3.145417570492345,0.07614050949921726
PCA_feature_158,1.574348753490532,0.20957659155197453
PCA_feature_159,2.7531998120708243,0.09706000900889461
PCA_feature_160,3.134130268071729,0.07666926988814128
PCA_feature_161,9.200272968943523,0.002419790409012786
PCA_feature_162,6.250500925420626,0.012415819013186048
PCA_feature_163,11.69636701375217,0.0006262224586141551
PCA_feature_164,8.473170580806274,0.0036042267075697305
PCA_feature_165,8.940479113439299,0.0027891955167379415
PCA_feature_166,4.967218547736234,0.02583215668584177
PCA_feature_167,21.89762209724761,2.875900688588183e-06
PCA_feature_168,2.2472687884318643,0.13385046194571548
