,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8329
balance_train_Cutoff,0.3489
balance_train_Acc,0.8690
balance_train_MCC,0.7519
balance_train_Sen,0.9643
balance_train_Spe,0.7738
balance_train_PPV,0.8100
balance_train_NPV,0.9559
balance_train_Youden Index,0.7381
balance_train_AUC,0.9019
balance_train_95% CIs,[0.8528-0.9511]
balance_train_Std,0.0251
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.7245
train_Cutoff,0.3489
train_Acc,0.8346
train_MCC,0.6894
train_Sen,0.9535
train_Spe,0.7738
train_PPV,0.6833
train_NPV,0.9701
train_Youden Index,0.7273
train_AUC,0.9020
train_95% CIs,[0.8500-0.9539]
train_Std,0.0265
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.6200
test_Cutoff,0.4403
test_Acc,0.8000
test_MCC,0.6141
test_Sen,0.8947
test_Spe,0.7500
test_PPV,0.6538
test_NPV,0.9310
test_Youden Index,0.6447
test_AUC,0.8450
test_95% CIs,[0.7408-0.9493]
test_Std,0.0532
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9296
cv_train_Cutoff,0.4816
cv_train_Acc,0.9077
cv_train_MCC,0.8166
cv_train_Sen,0.9345
cv_train_Spe,0.8810
cv_train_PPV,0.8870
cv_train_NPV,0.9308
cv_train_Youden Index,0.8155
cv_train_AUC,0.9436
cv_train_95% CIs,[0.9250-0.9621]
cv_train_Std,0.0095
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7478
cv_val_Cutoff,0.4927
cv_val_Acc,0.8189
cv_val_MCC,0.6090
cv_val_Sen,0.7907
cv_val_Spe,0.8333
cv_val_PPV,0.7083
cv_val_NPV,0.8861
cv_val_Youden Index,0.6240
cv_val_AUC,0.8533
cv_val_95% CIs,[0.7783-0.9282]
cv_val_Std,0.0382
