,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8832
balance_train_Cutoff,0.5661
balance_train_Acc,0.8750
balance_train_MCC,0.7513
balance_train_Sen,0.9048
balance_train_Spe,0.8452
balance_train_PPV,0.8539
balance_train_NPV,0.8987
balance_train_Youden Index,0.7500
balance_train_AUC,0.9045
balance_train_95% CIs,[0.8555-0.9534]
balance_train_Std,0.0250
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.7936
train_Cutoff,0.5661
train_Acc,0.8583
train_MCC,0.7037
train_Sen,0.8837
train_Spe,0.8452
train_PPV,0.7451
train_NPV,0.9342
train_Youden Index,0.7290
train_AUC,0.9009
train_95% CIs,[0.8447-0.9571]
train_Std,0.0287
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.7425
test_Cutoff,0.4557
test_Acc,0.8727
test_MCC,0.7673
test_Sen,1.0000
test_Spe,0.8056
test_PPV,0.7308
test_NPV,1.0000
test_Youden Index,0.8056
test_AUC,0.9211
test_95% CIs,[0.8470-0.9951]
test_Std,0.0378
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9580
cv_train_Cutoff,0.3794
cv_train_Acc,0.9345
cv_train_MCC,0.8725
cv_train_Sen,0.9792
cv_train_Spe,0.8899
cv_train_PPV,0.8989
cv_train_NPV,0.9771
cv_train_Youden Index,0.8690
cv_train_AUC,0.9671
cv_train_95% CIs,[0.9538-0.9804]
cv_train_Std,0.0068
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7995
cv_val_Cutoff,0.5000
cv_val_Acc,0.8661
cv_val_MCC,0.7029
cv_val_Sen,0.8140
cv_val_Spe,0.8929
cv_val_PPV,0.7955
cv_val_NPV,0.9036
cv_val_Youden Index,0.7068
cv_val_AUC,0.8912
cv_val_95% CIs,[0.8299-0.9525]
cv_val_Std,0.0313
