,Coef
PCA_feature_2,-1.1095749551188316
PCA_feature_10,-1.8629888392294114
PCA_feature_11,-1.9544141668645365
PCA_feature_13,-2.932847273517402
PCA_feature_14,-2.9546152596018205
PCA_feature_16,1.456860741440063
PCA_feature_20,-4.101756146849903
PCA_feature_25,2.28670802909958
PCA_feature_33,-3.376210906368315
PCA_feature_60,-7.834787128825389
PCA_feature_129,3426163682806009.5
PCA_feature_138,-3213571194201523.5
PCA_feature_147,-1995738977815921.0
PCA_feature_148,-4731117099147342.0
PCA_feature_150,-1.0448549247630152e+16
PCA_feature_159,7549994816906269.0
PCA_feature_160,6086702384330547.0
PCA_feature_161,3718594152333596.5
PCA_feature_167,3028082911354555.5
