,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.6433
balance_train_Cutoff,0.4463
balance_train_Acc,0.6726
balance_train_MCC,0.3646
balance_train_Sen,0.8333
balance_train_Spe,0.5119
balance_train_PPV,0.6306
balance_train_NPV,0.7544
balance_train_Youden Index,0.3452
balance_train_AUC,0.6759
balance_train_95% CIs,[0.5942-0.7575]
balance_train_Std,0.0417
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.4790
train_Cutoff,0.4699
train_Acc,0.6378
train_MCC,0.3105
train_Sen,0.7442
train_Spe,0.5833
train_PPV,0.4776
train_NPV,0.8167
train_Youden Index,0.3275
train_AUC,0.6766
train_95% CIs,[0.5810-0.7723]
train_Std,0.0488
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.5681
test_Cutoff,0.4822
test_Acc,0.7091
test_MCC,0.4339
test_Sen,0.7895
test_Spe,0.6667
test_PPV,0.5556
test_NPV,0.8571
test_Youden Index,0.4561
test_AUC,0.7500
test_95% CIs,[0.6159-0.8841]
test_Std,0.0684
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.7798
cv_train_Cutoff,0.5084
cv_train_Acc,0.7336
cv_train_MCC,0.4682
cv_train_Sen,0.7649
cv_train_Spe,0.7024
cv_train_PPV,0.7199
cv_train_NPV,0.7492
cv_train_Youden Index,0.4673
cv_train_AUC,0.7864
cv_train_95% CIs,[0.7524-0.8204]
cv_train_Std,0.0173
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.5894
cv_val_Cutoff,0.4797
cv_val_Acc,0.6850
cv_val_MCC,0.3678
cv_val_Sen,0.7209
cv_val_Spe,0.6667
cv_val_PPV,0.5254
cv_val_NPV,0.8235
cv_val_Youden Index,0.3876
cv_val_AUC,0.7417
cv_val_95% CIs,[0.6528-0.8305]
cv_val_Std,0.0453
