,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9054
balance_train_Cutoff,0.6467
balance_train_Acc,0.8571
balance_train_MCC,0.7145
balance_train_Sen,0.8452
balance_train_Spe,0.8690
balance_train_PPV,0.8659
balance_train_NPV,0.8488
balance_train_Youden Index,0.7143
balance_train_AUC,0.8951
balance_train_95% CIs,[0.8430-0.9473]
balance_train_Std,0.0266
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.8426
train_Cutoff,0.6467
train_Acc,0.8504
train_MCC,0.6725
train_Sen,0.8140
train_Spe,0.8690
train_PPV,0.7609
train_NPV,0.9012
train_Youden Index,0.6830
train_AUC,0.8909
train_95% CIs,[0.8226-0.9593]
train_Std,0.0349
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.9087
test_Cutoff,0.6702
test_Acc,0.9091
test_MCC,0.8021
test_Sen,0.8947
test_Spe,0.9167
test_PPV,0.8500
test_NPV,0.9429
test_Youden Index,0.8114
test_AUC,0.9503
test_95% CIs,[0.8966-1.0000]
test_Std,0.0274
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9383
cv_train_Cutoff,0.5742
cv_train_Acc,0.8929
cv_train_MCC,0.7858
cv_train_Sen,0.9018
cv_train_Spe,0.8839
cv_train_PPV,0.8860
cv_train_NPV,0.9000
cv_train_Youden Index,0.7857
cv_train_AUC,0.9448
cv_train_95% CIs,[0.9278-0.9617]
cv_train_Std,0.0086
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7409
cv_val_Cutoff,0.4553
cv_val_Acc,0.7874
cv_val_MCC,0.5626
cv_val_Sen,0.8140
cv_val_Spe,0.7738
cv_val_PPV,0.6481
cv_val_NPV,0.8904
cv_val_Youden Index,0.5878
cv_val_AUC,0.8159
cv_val_95% CIs,[0.7284-0.9034]
cv_val_Std,0.0447
