,Coef
PCA_feature_2,-0.7083134446865396
PCA_feature_10,-0.40859057073551464
PCA_feature_11,-0.6954101703720355
PCA_feature_13,-1.0322218949850521
PCA_feature_14,-1.2393376745632176
PCA_feature_20,-1.09602477983317
PCA_feature_25,0.8036804338657447
PCA_feature_33,-0.9060720325748537
PCA_feature_129,8.043839031891251e-15
PCA_feature_147,-4.6616413869955076e-15
PCA_feature_148,-4.0736425978348466e-15
PCA_feature_150,-7.022981687425613e-15
PCA_feature_159,-1.0818696503741329e-15
PCA_feature_160,2.5434184846591613e-15
PCA_feature_161,-6.649281350357995e-17
PCA_feature_167,1.6211365448227587e-15
