,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9953
balance_train_Cutoff,0.5557
balance_train_Acc,0.9821
balance_train_MCC,0.9644
balance_train_Sen,0.9881
balance_train_Spe,0.9762
balance_train_PPV,0.9765
balance_train_NPV,0.9880
balance_train_Youden Index,0.9643
balance_train_AUC,0.9957
balance_train_95% CIs,[0.9890-1.0000]
balance_train_Std,0.0034
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.9849
train_Cutoff,0.5557
train_Acc,0.9764
train_MCC,0.9477
train_Sen,0.9767
train_Spe,0.9762
train_PPV,0.9545
train_NPV,0.9880
train_Youden Index,0.9529
train_AUC,0.9934
train_95% CIs,[0.9829-1.0000]
train_Std,0.0053
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.6008
test_Cutoff,0.5000
test_Acc,0.8000
test_MCC,0.5449
test_Sen,0.6316
test_Spe,0.8889
test_PPV,0.7500
test_NPV,0.8205
test_Youden Index,0.5205
test_AUC,0.7456
test_95% CIs,[0.6006-0.8906]
test_Std,0.0740
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9997
cv_train_Cutoff,0.5430
cv_train_Acc,0.9911
cv_train_MCC,0.9822
cv_train_Sen,0.9970
cv_train_Spe,0.9851
cv_train_PPV,0.9853
cv_train_NPV,0.9970
cv_train_Youden Index,0.9821
cv_train_AUC,0.9997
cv_train_95% CIs,[0.9994-1.0000]
cv_train_Std,0.0002
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.6653
cv_val_Cutoff,0.5001
cv_val_Acc,0.7953
cv_val_MCC,0.5300
cv_val_Sen,0.6279
cv_val_Spe,0.8810
cv_val_PPV,0.7297
cv_val_NPV,0.8222
cv_val_Youden Index,0.5089
cv_val_AUC,0.7968
cv_val_95% CIs,[0.7142-0.8794]
cv_val_Std,0.0421
