,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.7870
balance_train_Cutoff,0.5216
balance_train_Acc,0.7440
balance_train_MCC,0.4909
balance_train_Sen,0.6905
balance_train_Spe,0.7976
balance_train_PPV,0.7733
balance_train_NPV,0.7204
balance_train_Youden Index,0.4881
balance_train_AUC,0.7856
balance_train_95% CIs,[0.7168-0.8544]
balance_train_Std,0.0351
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.6777
train_Cutoff,0.5216
train_Acc,0.7717
train_MCC,0.5061
train_Sen,0.7209
train_Spe,0.7976
train_PPV,0.6458
train_NPV,0.8481
train_Youden Index,0.5185
train_AUC,0.7943
train_95% CIs,[0.7104-0.8782]
train_Std,0.0428
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.6628
test_Cutoff,0.5201
test_Acc,0.8182
test_MCC,0.6096
test_Sen,0.7895
test_Spe,0.8333
test_PPV,0.7143
test_NPV,0.8824
test_Youden Index,0.6228
test_AUC,0.8567
test_95% CIs,[0.7553-0.9581]
test_Std,0.0517
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.8159
cv_train_Cutoff,0.5002
cv_train_Acc,0.7827
cv_train_MCC,0.5677
cv_train_Sen,0.8274
cv_train_Spe,0.7381
cv_train_PPV,0.7596
cv_train_NPV,0.8105
cv_train_Youden Index,0.5655
cv_train_AUC,0.8374
cv_train_95% CIs,[0.8071-0.8678]
cv_train_Std,0.0155
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.5680
cv_val_Cutoff,0.5100
cv_val_Acc,0.7953
cv_val_MCC,0.5609
cv_val_Sen,0.7674
cv_val_Spe,0.8095
cv_val_PPV,0.6735
cv_val_NPV,0.8718
cv_val_Youden Index,0.5770
cv_val_AUC,0.7962
cv_val_95% CIs,[0.7162-0.8763]
cv_val_Std,0.0408
