,Coef
PCA_feature_2,-1.182273112770645
PCA_feature_10,-1.9927024324124416
PCA_feature_11,-2.0189188894934547
PCA_feature_13,-3.1263954358059167
PCA_feature_14,-3.1134470367022353
PCA_feature_16,1.3914189951190243
PCA_feature_20,-4.237690162352261
PCA_feature_25,2.3546323471255755
PCA_feature_26,-2.538321327252107
PCA_feature_33,-3.390836608560402
PCA_feature_60,-8.122378770347698
PCA_feature_129,2980607652890920.5
PCA_feature_138,-3215985306831259.0
PCA_feature_147,-3218586091329258.0
PCA_feature_148,-5123267915995759.0
PCA_feature_150,-1.0111219210443132e+16
PCA_feature_159,6886204337276413.0
PCA_feature_160,6324640173807584.0
PCA_feature_161,3065454952845213.5
PCA_feature_167,3395280153777355.0
