,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8658
balance_train_Cutoff,0.4567
balance_train_Acc,0.8988
balance_train_MCC,0.8004
balance_train_Sen,0.9405
balance_train_Spe,0.8571
balance_train_PPV,0.8681
balance_train_NPV,0.9351
balance_train_Youden Index,0.7976
balance_train_AUC,0.9294
balance_train_95% CIs,[0.8866-0.9722]
balance_train_Std,0.0218
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.7808
train_Cutoff,0.4567
train_Acc,0.8740
train_MCC,0.7376
train_Sen,0.9070
train_Spe,0.8571
train_PPV,0.7647
train_NPV,0.9474
train_Youden Index,0.7641
train_AUC,0.9214
train_95% CIs,[0.8693-0.9734]
train_Std,0.0265
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.6724
test_Cutoff,0.3886
test_Acc,0.8000
test_MCC,0.6141
test_Sen,0.8947
test_Spe,0.7500
test_PPV,0.6538
test_NPV,0.9310
test_Youden Index,0.6447
test_AUC,0.8494
test_95% CIs,[0.7436-0.9553]
test_Std,0.0540
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9616
cv_train_Cutoff,0.4561
cv_train_Acc,0.9315
cv_train_MCC,0.8666
cv_train_Sen,0.9762
cv_train_Spe,0.8869
cv_train_PPV,0.8962
cv_train_NPV,0.9739
cv_train_Youden Index,0.8631
cv_train_AUC,0.9668
cv_train_95% CIs,[0.9542-0.9794]
cv_train_Std,0.0064
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.6887
cv_val_Cutoff,0.5135
cv_val_Acc,0.8425
cv_val_MCC,0.6448
cv_val_Sen,0.7442
cv_val_Spe,0.8929
cv_val_PPV,0.7805
cv_val_NPV,0.8721
cv_val_Youden Index,0.6370
cv_val_AUC,0.8369
cv_val_95% CIs,[0.7548-0.9191]
cv_val_Std,0.0419
