,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8751
balance_train_Cutoff,0.5063
balance_train_Acc,0.8155
balance_train_MCC,0.6386
balance_train_Sen,0.8929
balance_train_Spe,0.7381
balance_train_PPV,0.7732
balance_train_NPV,0.8732
balance_train_Youden Index,0.6310
balance_train_AUC,0.8651
balance_train_95% CIs,[0.8103-0.9199]
balance_train_Std,0.0280
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.8220
train_Cutoff,0.6894
train_Acc,0.8425
train_MCC,0.6419
train_Sen,0.7209
train_Spe,0.9048
train_PPV,0.7949
train_NPV,0.8636
train_Youden Index,0.6257
train_AUC,0.8751
train_95% CIs,[0.8080-0.9423]
train_Std,0.0343
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.7563
test_Cutoff,0.5193
test_Acc,0.8182
test_MCC,0.6422
test_Sen,0.8947
test_Spe,0.7778
test_PPV,0.6800
test_NPV,0.9333
test_Youden Index,0.6725
test_AUC,0.8567
test_95% CIs,[0.7476-0.9658]
test_Std,0.0557
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.8734
cv_train_Cutoff,0.5591
cv_train_Acc,0.8363
cv_train_MCC,0.6743
cv_train_Sen,0.8720
cv_train_Spe,0.8006
cv_train_PPV,0.8139
cv_train_NPV,0.8622
cv_train_Youden Index,0.6726
cv_train_AUC,0.8762
cv_train_95% CIs,[0.8492-0.9031]
cv_train_Std,0.0137
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7391
cv_val_Cutoff,0.5676
cv_val_Acc,0.8031
cv_val_MCC,0.5686
cv_val_Sen,0.7442
cv_val_Spe,0.8333
cv_val_PPV,0.6957
cv_val_NPV,0.8642
cv_val_Youden Index,0.5775
cv_val_AUC,0.8331
cv_val_95% CIs,[0.7515-0.9146]
cv_val_Std,0.0416
