,Coef
PCA_feature_2,-1.2134430516436565
PCA_feature_3,-0.10547442041441164
PCA_feature_9,0.5903144239126892
PCA_feature_13,-2.6803386361328134
PCA_feature_14,-2.6264055361181353
PCA_feature_129,-441154066181981.06
PCA_feature_136,-231739535468240.88
PCA_feature_137,2245056193359189.5
PCA_feature_138,-2708187091788244.0
PCA_feature_148,-2670645569531770.5
PCA_feature_149,-2199640276417762.2
PCA_feature_150,-1.1110698533854746e+16
PCA_feature_163,-2143103796264624.0
PCA_feature_167,-1241331340738929.8
