,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.6997
balance_train_Cutoff,0.5261
balance_train_Acc,0.7500
balance_train_MCC,0.5001
balance_train_Sen,0.7381
balance_train_Spe,0.7619
balance_train_PPV,0.7561
balance_train_NPV,0.7442
balance_train_Youden Index,0.5000
balance_train_AUC,0.7660
balance_train_95% CIs,[0.6923-0.8397]
balance_train_Std,0.0376
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.5403
train_Cutoff,0.5261
train_Acc,0.7480
train_MCC,0.4661
train_Sen,0.7209
train_Spe,0.7619
train_PPV,0.6078
train_NPV,0.8421
train_Youden Index,0.4828
train_AUC,0.7609
train_95% CIs,[0.6734-0.8485]
train_Std,0.0447
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.6875
test_Cutoff,0.4720
test_Acc,0.8000
test_MCC,0.6141
test_Sen,0.8947
test_Spe,0.7500
test_PPV,0.6538
test_NPV,0.9310
test_Youden Index,0.6447
test_AUC,0.8640
test_95% CIs,[0.7631-0.9650]
test_Std,0.0515
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.7978
cv_train_Cutoff,0.5000
cv_train_Acc,0.7381
cv_train_MCC,0.4800
cv_train_Sen,0.8006
cv_train_Spe,0.6756
cv_train_PPV,0.7116
cv_train_NPV,0.7721
cv_train_Youden Index,0.4762
cv_train_AUC,0.8096
cv_train_95% CIs,[0.7771-0.8420]
cv_train_Std,0.0166
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.5963
cv_val_Cutoff,0.2771
cv_val_Acc,0.5748
cv_val_MCC,0.3393
cv_val_Sen,0.9302
cv_val_Spe,0.3929
cv_val_PPV,0.4396
cv_val_NPV,0.9167
cv_val_Youden Index,0.3231
cv_val_AUC,0.7273
cv_val_95% CIs,[0.6374-0.8172]
cv_val_Std,0.0459
