,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8112
balance_train_Cutoff,0.5551
balance_train_Acc,0.8333
balance_train_MCC,0.6667
balance_train_Sen,0.8333
balance_train_Spe,0.8333
balance_train_PPV,0.8333
balance_train_NPV,0.8333
balance_train_Youden Index,0.6667
balance_train_AUC,0.8569
balance_train_95% CIs,[0.7971-0.9166]
balance_train_Std,0.0305
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.7059
train_Cutoff,0.5551
train_Acc,0.8346
train_MCC,0.6495
train_Sen,0.8372
train_Spe,0.8333
train_PPV,0.7200
train_NPV,0.9091
train_Youden Index,0.6705
train_AUC,0.8574
train_95% CIs,[0.7876-0.9273]
train_Std,0.0356
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.8430
test_Cutoff,0.5991
test_Acc,0.8545
test_MCC,0.6725
test_Sen,0.7368
test_Spe,0.9167
test_PPV,0.8235
test_NPV,0.8684
test_Youden Index,0.6535
test_AUC,0.8962
test_95% CIs,[0.8124-0.9800]
test_Std,0.0428
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.8499
cv_train_Cutoff,0.5810
cv_train_Acc,0.8199
cv_train_MCC,0.6401
cv_train_Sen,0.8065
cv_train_Spe,0.8333
cv_train_PPV,0.8287
cv_train_NPV,0.8116
cv_train_Youden Index,0.6399
cv_train_AUC,0.8740
cv_train_95% CIs,[0.8469-0.9010]
cv_train_Std,0.0138
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7194
cv_val_Cutoff,0.5570
cv_val_Acc,0.8031
cv_val_MCC,0.5686
cv_val_Sen,0.7442
cv_val_Spe,0.8333
cv_val_PPV,0.6957
cv_val_NPV,0.8642
cv_val_Youden Index,0.5775
cv_val_AUC,0.8068
cv_val_95% CIs,[0.7238-0.8898]
cv_val_Std,0.0423
