,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9997
balance_train_Cutoff,0.4998
balance_train_Acc,0.9940
balance_train_MCC,0.9882
balance_train_Sen,1.0000
balance_train_Spe,0.9881
balance_train_PPV,0.9882
balance_train_NPV,1.0000
balance_train_Youden Index,0.9881
balance_train_AUC,0.9997
balance_train_95% CIs,[0.9990-1.0000]
balance_train_Std,0.0003
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.9989
train_Cutoff,0.4998
train_Acc,0.9921
train_MCC,0.9827
train_Sen,1.0000
train_Spe,0.9881
train_PPV,0.9773
train_NPV,1.0000
train_Youden Index,0.9881
train_AUC,0.9994
train_95% CIs,[0.9981-1.0000]
train_Std,0.0007
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.3332
test_Cutoff,0.4732
test_Acc,0.6000
test_MCC,0.3107
test_Sen,0.8421
test_Spe,0.4722
test_PPV,0.4571
test_NPV,0.8500
test_Youden Index,0.3143
test_AUC,0.5351
test_95% CIs,[0.3763-0.6939]
test_Std,0.0810
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,1.0000
cv_train_Cutoff,0.5022
cv_train_Acc,1.0000
cv_train_MCC,1.0000
cv_train_Sen,1.0000
cv_train_Spe,1.0000
cv_train_PPV,1.0000
cv_train_NPV,1.0000
cv_train_Youden Index,1.0000
cv_train_AUC,1.0000
cv_train_95% CIs,[1.0000-1.0000]
cv_train_Std,0.0000
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.5059
cv_val_Cutoff,0.4972
cv_val_Acc,0.6850
cv_val_MCC,0.3049
cv_val_Sen,0.5581
cv_val_Spe,0.7500
cv_val_PPV,0.5333
cv_val_NPV,0.7683
cv_val_Youden Index,0.3081
cv_val_AUC,0.6686
cv_val_95% CIs,[0.5698-0.7674]
cv_val_Std,0.0504
