,Coef
PCA_feature_2,-0.08254796334117831
PCA_feature_3,0.09960963852907945
PCA_feature_10,-0.1677808370920149
PCA_feature_11,0.22507993856712227
PCA_feature_15,-0.1009483803881904
PCA_feature_127,3.074399934761827e-14
PCA_feature_129,2.5978407715074764e-15
PCA_feature_131,-2.146619516874922e-14
PCA_feature_132,-8.075878689364769e-16
PCA_feature_133,1.7653599646729187e-14
PCA_feature_138,-2.6903259202338778e-14
PCA_feature_139,-1.174497622706404e-14
PCA_feature_140,-2.8838996176127833e-15
PCA_feature_151,3.698434970122275e-15
PCA_feature_154,6.424567195456108e-15
PCA_feature_167,-5.3657607750480185e-15
