,Coef
PCA_feature_110,-0.2557040432207467
PCA_feature_124,-1.1097089894332066
PCA_feature_114,-0.4517679561569418
PCA_feature_18,-0.020461532300521987
PCA_feature_37,0.21927130395502123
PCA_feature_44,0.05734873792518933
PCA_feature_109,-0.48307419088012393
PCA_feature_86,-0.27047491956294967
PCA_feature_112,-0.021261635741433898
PCA_feature_8,-0.0186916654770309
PCA_feature_115,-0.32309791676130345
PCA_feature_107,-0.533125165194261
PCA_feature_131,-715336829853800.0
PCA_feature_41,0.04572304547692492
