,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8988
balance_train_Cutoff,0.6202
balance_train_Acc,0.8274
balance_train_MCC,0.6570
balance_train_Sen,0.7857
balance_train_Spe,0.8690
balance_train_PPV,0.8571
balance_train_NPV,0.8022
balance_train_Youden Index,0.6548
balance_train_AUC,0.8852
balance_train_95% CIs,[0.8355-0.9349]
balance_train_Std,0.0253
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.7518
train_Cutoff,0.6202
train_Acc,0.7953
train_MCC,0.5337
train_Sen,0.6512
train_Spe,0.8690
train_PPV,0.7179
train_NPV,0.8295
train_Youden Index,0.5202
train_AUC,0.8214
train_95% CIs,[0.7429-0.9000]
train_Std,0.0401
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.7250
test_Cutoff,0.3030
test_Acc,0.8182
test_MCC,0.5927
test_Sen,0.5263
test_Spe,0.9722
test_PPV,0.9091
test_NPV,0.7955
test_Youden Index,0.4985
test_AUC,0.7909
test_95% CIs,[0.6621-0.9197]
test_Std,0.0657
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.8804
cv_train_Cutoff,0.5412
cv_train_Acc,0.8110
cv_train_MCC,0.6220
cv_train_Sen,0.8125
cv_train_Spe,0.8095
cv_train_PPV,0.8101
cv_train_NPV,0.8119
cv_train_Youden Index,0.6220
cv_train_AUC,0.8843
cv_train_95% CIs,[0.8597-0.9089]
cv_train_Std,0.0126
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.4543
cv_val_Cutoff,0.0195
cv_val_Acc,0.6929
cv_val_MCC,0.3894
cv_val_Sen,0.7442
cv_val_Spe,0.6667
cv_val_PPV,0.5333
cv_val_NPV,0.8358
cv_val_Youden Index,0.4109
cv_val_AUC,0.6557
cv_val_95% CIs,[0.5493-0.7621]
cv_val_Std,0.0543
