,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8943
balance_train_Cutoff,0.5331
balance_train_Acc,0.8750
balance_train_MCC,0.7526
balance_train_Sen,0.9167
balance_train_Spe,0.8333
balance_train_PPV,0.8462
balance_train_NPV,0.9091
balance_train_Youden Index,0.7500
balance_train_AUC,0.9076
balance_train_95% CIs,[0.8586-0.9566]
balance_train_Std,0.0250
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.8192
train_Cutoff,0.6136
train_Acc,0.8740
train_MCC,0.7223
train_Sen,0.8372
train_Spe,0.8929
train_PPV,0.8000
train_NPV,0.9146
train_Youden Index,0.7301
train_AUC,0.9045
train_95% CIs,[0.8449-0.9641]
train_Std,0.0304
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.7902
test_Cutoff,0.4476
test_Acc,0.8727
test_MCC,0.7673
test_Sen,1.0000
test_Spe,0.8056
test_PPV,0.7308
test_NPV,1.0000
test_Youden Index,0.8056
test_AUC,0.9415
test_95% CIs,[0.8778-1.0000]
test_Std,0.0325
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.8135
cv_train_Cutoff,0.6299
cv_train_Acc,0.8006
cv_train_MCC,0.6017
cv_train_Sen,0.8214
cv_train_Spe,0.7798
cv_train_PPV,0.7886
cv_train_NPV,0.8137
cv_train_Youden Index,0.6012
cv_train_AUC,0.8568
cv_train_95% CIs,[0.8277-0.8860]
cv_train_Std,0.0149
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.5834
cv_val_Cutoff,0.5632
cv_val_Acc,0.7402
cv_val_MCC,0.4996
cv_val_Sen,0.8372
cv_val_Spe,0.6905
cv_val_PPV,0.5806
cv_val_NPV,0.8923
cv_val_Youden Index,0.5277
cv_val_AUC,0.7782
cv_val_95% CIs,[0.6947-0.8617]
cv_val_Std,0.0426
