,Coef
PCA_feature_11,-0.8665782749355774
PCA_feature_3,0.6219634079881375
PCA_feature_28,-0.3258297762505223
PCA_feature_124,0.47828157136284033
PCA_feature_122,0.12023697241519307
PCA_feature_15,-0.3839070471819852
PCA_feature_134,-6.105770664864196e-15
PCA_feature_89,-0.008576704962222383
PCA_feature_23,0.36665280839312453
PCA_feature_126,0.23540206950577972
PCA_feature_148,3.7974733535138105e-15
PCA_feature_14,-0.6463093820147661
PCA_feature_128,2.3197734484353094e-15
PCA_feature_30,-0.022341085241378265
PCA_feature_16,-0.6652990387964984
PCA_feature_138,8.386400207989152e-16
PCA_feature_141,-1.0589742611783349e-15
PCA_feature_1,0.08447075649665126
