,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,1.0000
balance_train_Cutoff,0.5847
balance_train_Acc,1.0000
balance_train_MCC,1.0000
balance_train_Sen,1.0000
balance_train_Spe,1.0000
balance_train_PPV,1.0000
balance_train_NPV,1.0000
balance_train_Youden Index,1.0000
balance_train_AUC,1.0000
balance_train_95% CIs,[1.0000-1.0000]
balance_train_Std,0.0000
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,1.0000
train_Cutoff,0.5847
train_Acc,1.0000
train_MCC,1.0000
train_Sen,1.0000
train_Spe,1.0000
train_PPV,1.0000
train_NPV,1.0000
train_Youden Index,1.0000
train_AUC,1.0000
train_95% CIs,[1.0000-1.0000]
train_Std,0.0000
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.6425
test_Cutoff,0.5000
test_Acc,0.8000
test_MCC,0.5526
test_Sen,0.6842
test_Spe,0.8611
test_PPV,0.7222
test_NPV,0.8378
test_Youden Index,0.5453
test_AUC,0.7734
test_95% CIs,[0.6302-0.9166]
test_Std,0.0731
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,1.0000
cv_train_Cutoff,0.5846
cv_train_Acc,1.0000
cv_train_MCC,1.0000
cv_train_Sen,1.0000
cv_train_Spe,1.0000
cv_train_PPV,1.0000
cv_train_NPV,1.0000
cv_train_Youden Index,1.0000
cv_train_AUC,1.0000
cv_train_95% CIs,[1.0000-1.0000]
cv_train_Std,0.0000
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.6676
cv_val_Cutoff,0.5000
cv_val_Acc,0.8189
cv_val_MCC,0.5837
cv_val_Sen,0.6512
cv_val_Spe,0.9048
cv_val_PPV,0.7778
cv_val_NPV,0.8352
cv_val_Youden Index,0.5559
cv_val_AUC,0.8015
cv_val_95% CIs,[0.7113-0.8916]
cv_val_Std,0.0460
