,Coef
PCA_feature_3,0.14695747853751628
PCA_feature_10,-0.2564727635463918
PCA_feature_11,0.2717403175262436
PCA_feature_19,0.28947258052400926
PCA_feature_22,0.32466845906250213
PCA_feature_23,0.28740702316384975
PCA_feature_27,0.391666832014738
PCA_feature_30,-0.23368797267812152
PCA_feature_37,0.3148323099096324
PCA_feature_54,-0.46423555893223545
PCA_feature_59,-0.5889261857031667
PCA_feature_129,2.7924125175896685e-15
PCA_feature_131,-2.6231774663428513e-15
PCA_feature_138,-1.5975816156703927e-15
PCA_feature_140,5.175312888713075e-16
PCA_feature_154,4.0178167670565107e-16
PCA_feature_157,-6.692216236315006e-16
