,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8400
balance_train_Cutoff,0.4843
balance_train_Acc,0.7857
balance_train_MCC,0.5850
balance_train_Sen,0.8929
balance_train_Spe,0.6786
balance_train_PPV,0.7353
balance_train_NPV,0.8636
balance_train_Youden Index,0.5714
balance_train_AUC,0.8520
balance_train_95% CIs,[0.7954-0.9087]
balance_train_Std,0.0289
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.7193
train_Cutoff,0.4843
train_Acc,0.7480
train_MCC,0.5323
train_Sen,0.8837
train_Spe,0.6786
train_PPV,0.5846
train_NPV,0.9194
train_Youden Index,0.5623
train_AUC,0.8411
train_95% CIs,[0.7730-0.9092]
train_Std,0.0348
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.8332
test_Cutoff,0.4648
test_Acc,0.8727
test_MCC,0.7337
test_Sen,0.8947
test_Spe,0.8611
test_PPV,0.7727
test_NPV,0.9394
test_Youden Index,0.7558
test_AUC,0.8860
test_95% CIs,[0.7764-0.9956]
test_Std,0.0559
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.8698
cv_train_Cutoff,0.5172
cv_train_Acc,0.8036
cv_train_MCC,0.6087
cv_train_Sen,0.8393
cv_train_Spe,0.7679
cv_train_PPV,0.7833
cv_train_NPV,0.8269
cv_train_Youden Index,0.6071
cv_train_AUC,0.8771
cv_train_95% CIs,[0.8522-0.9020]
cv_train_Std,0.0127
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.5574
cv_val_Cutoff,0.3972
cv_val_Acc,0.6457
cv_val_MCC,0.3824
cv_val_Sen,0.8605
cv_val_Spe,0.5357
cv_val_PPV,0.4868
cv_val_NPV,0.8824
cv_val_Youden Index,0.3962
cv_val_AUC,0.7218
cv_val_95% CIs,[0.6270-0.8165]
cv_val_Std,0.0483
