,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,1.0000
balance_train_Cutoff,0.5081
balance_train_Acc,1.0000
balance_train_MCC,1.0000
balance_train_Sen,1.0000
balance_train_Spe,1.0000
balance_train_PPV,1.0000
balance_train_NPV,1.0000
balance_train_Youden Index,1.0000
balance_train_AUC,1.0000
balance_train_95% CIs,[1.0000-1.0000]
balance_train_Std,0.0000
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,1.0000
train_Cutoff,0.5081
train_Acc,1.0000
train_MCC,1.0000
train_Sen,1.0000
train_Spe,1.0000
train_PPV,1.0000
train_NPV,1.0000
train_Youden Index,1.0000
train_AUC,1.0000
train_95% CIs,[1.0000-1.0000]
train_Std,0.0000
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.7592
test_Cutoff,0.5047
test_Acc,0.9091
test_MCC,0.8021
test_Sen,0.8947
test_Spe,0.9167
test_PPV,0.8500
test_NPV,0.9429
test_Youden Index,0.8114
test_AUC,0.9137
test_95% CIs,[0.8309-0.9966]
test_Std,0.0423
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,1.0000
cv_train_Cutoff,0.5048
cv_train_Acc,1.0000
cv_train_MCC,1.0000
cv_train_Sen,1.0000
cv_train_Spe,1.0000
cv_train_PPV,1.0000
cv_train_NPV,1.0000
cv_train_Youden Index,1.0000
cv_train_AUC,1.0000
cv_train_95% CIs,[1.0000-1.0000]
cv_train_Std,0.0000
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.6098
cv_val_Cutoff,0.4675
cv_val_Acc,0.7559
cv_val_MCC,0.5546
cv_val_Sen,0.9070
cv_val_Spe,0.6786
cv_val_PPV,0.5909
cv_val_NPV,0.9344
cv_val_Youden Index,0.5855
cv_val_AUC,0.8116
cv_val_95% CIs,[0.7312-0.8920]
cv_val_Std,0.0410
