,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9376
balance_train_Cutoff,0.6374
balance_train_Acc,0.9226
balance_train_MCC,0.8458
balance_train_Sen,0.9048
balance_train_Spe,0.9405
balance_train_PPV,0.9383
balance_train_NPV,0.9080
balance_train_Youden Index,0.8452
balance_train_AUC,0.9439
balance_train_95% CIs,[0.9068-0.9809]
balance_train_Std,0.0189
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.8854
train_Cutoff,0.5379
train_Acc,0.9055
train_MCC,0.7956
train_Sen,0.9070
train_Spe,0.9048
train_PPV,0.8298
train_NPV,0.9500
train_Youden Index,0.8117
train_AUC,0.9385
train_95% CIs,[0.8923-0.9847]
train_Std,0.0236
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.8980
test_Cutoff,0.6713
test_Acc,0.9091
test_MCC,0.8117
test_Sen,0.9474
test_Spe,0.8889
test_PPV,0.8182
test_NPV,0.9697
test_Youden Index,0.8363
test_AUC,0.9547
test_95% CIs,[0.9042-1.0000]
test_Std,0.0258
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9726
cv_train_Cutoff,0.6917
cv_train_Acc,0.9494
cv_train_MCC,0.8991
cv_train_Sen,0.9375
cv_train_Spe,0.9613
cv_train_PPV,0.9604
cv_train_NPV,0.9390
cv_train_Youden Index,0.8988
cv_train_AUC,0.9795
cv_train_95% CIs,[0.9690-0.9899]
cv_train_Std,0.0053
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7724
cv_val_Cutoff,0.2380
cv_val_Acc,0.8189
cv_val_MCC,0.6468
cv_val_Sen,0.9070
cv_val_Spe,0.7738
cv_val_PPV,0.6724
cv_val_NPV,0.9420
cv_val_Youden Index,0.6808
cv_val_AUC,0.8879
cv_val_95% CIs,[0.8285-0.9473]
cv_val_Std,0.0303
