,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.7678
balance_train_Cutoff,0.5000
balance_train_Acc,0.8274
balance_train_MCC,0.6548
balance_train_Sen,0.8214
balance_train_Spe,0.8333
balance_train_PPV,0.8313
balance_train_NPV,0.8235
balance_train_Youden Index,0.6548
balance_train_AUC,0.8581
balance_train_95% CIs,[0.7980-0.9182]
balance_train_Std,0.0307
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.6108
train_Cutoff,0.5000
train_Acc,0.8110
train_MCC,0.5888
train_Sen,0.7674
train_Spe,0.8333
train_PPV,0.7021
train_NPV,0.8750
train_Youden Index,0.6008
train_AUC,0.8375
train_95% CIs,[0.7666-0.9084]
train_Std,0.0362
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.7296
test_Cutoff,0.4613
test_Acc,0.8727
test_MCC,0.7673
test_Sen,1.0000
test_Spe,0.8056
test_PPV,0.7308
test_NPV,1.0000
test_Youden Index,0.8056
test_AUC,0.8977
test_95% CIs,[0.8133-0.9820]
test_Std,0.0430
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.8562
cv_train_Cutoff,0.4799
cv_train_Acc,0.8348
cv_train_MCC,0.6737
cv_train_Sen,0.8899
cv_train_Spe,0.7798
cv_train_PPV,0.8016
cv_train_NPV,0.8763
cv_train_Youden Index,0.6696
cv_train_AUC,0.8837
cv_train_95% CIs,[0.8577-0.9097]
cv_train_Std,0.0133
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.5362
cv_val_Cutoff,0.4744
cv_val_Acc,0.7244
cv_val_MCC,0.4370
cv_val_Sen,0.7442
cv_val_Spe,0.7143
cv_val_PPV,0.5714
cv_val_NPV,0.8451
cv_val_Youden Index,0.4585
cv_val_AUC,0.7782
cv_val_95% CIs,[0.6981-0.8584]
cv_val_Std,0.0409
