,Coef
PCA_feature_2,-0.09800199288355264
PCA_feature_3,0.13905334715961093
PCA_feature_10,-0.20200860272789134
PCA_feature_11,0.23179822943948636
PCA_feature_15,-0.21077925190986746
PCA_feature_22,0.36115125112012036
PCA_feature_27,0.25634829634198053
PCA_feature_59,-0.7397853768559016
PCA_feature_127,2.7028943347584535e-14
PCA_feature_129,8.23013002719902e-15
PCA_feature_130,1.922835090740523e-15
PCA_feature_131,-1.4521059906513438e-14
PCA_feature_132,-5.572674504573899e-15
PCA_feature_133,1.9809282436241295e-14
PCA_feature_136,-1.190048940308582e-15
PCA_feature_138,-1.166037779700583e-14
PCA_feature_139,-6.7584045310266105e-15
PCA_feature_140,2.5585027531386815e-15
PCA_feature_154,1.0007079950808066e-15
PCA_feature_167,-8.762232072674864e-15
