,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8416
balance_train_Cutoff,0.5122
balance_train_Acc,0.7857
balance_train_MCC,0.5755
balance_train_Sen,0.8452
balance_train_Spe,0.7262
balance_train_PPV,0.7553
balance_train_NPV,0.8243
balance_train_Youden Index,0.5714
balance_train_AUC,0.8529
balance_train_95% CIs,[0.7965-0.9092]
balance_train_Std,0.0288
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.7218
train_Cutoff,0.4796
train_Acc,0.7402
train_MCC,0.5213
train_Sen,0.8837
train_Spe,0.6667
train_PPV,0.5758
train_NPV,0.9180
train_Youden Index,0.5504
train_AUC,0.8419
train_95% CIs,[0.7740-0.9098]
train_Std,0.0347
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.8328
test_Cutoff,0.4653
test_Acc,0.8727
test_MCC,0.7337
test_Sen,0.8947
test_Spe,0.8611
test_PPV,0.7727
test_NPV,0.9394
test_Youden Index,0.7558
test_AUC,0.8845
test_95% CIs,[0.7727-0.9963]
test_Std,0.0571
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9044
cv_train_Cutoff,0.4641
cv_train_Acc,0.8467
cv_train_MCC,0.7029
cv_train_Sen,0.9286
cv_train_Spe,0.7649
cv_train_PPV,0.7980
cv_train_NPV,0.9146
cv_train_Youden Index,0.6935
cv_train_AUC,0.9161
cv_train_95% CIs,[0.8958-0.9364]
cv_train_Std,0.0103
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.5955
cv_val_Cutoff,0.4652
cv_val_Acc,0.6850
cv_val_MCC,0.3779
cv_val_Sen,0.7442
cv_val_Spe,0.6548
cv_val_PPV,0.5246
cv_val_NPV,0.8333
cv_val_Youden Index,0.3989
cv_val_AUC,0.7497
cv_val_95% CIs,[0.6597-0.8398]
cv_val_Std,0.0459
