,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.6945
balance_train_Cutoff,0.5304
balance_train_Acc,0.7381
balance_train_MCC,0.4796
balance_train_Sen,0.6786
balance_train_Spe,0.7976
balance_train_PPV,0.7703
balance_train_NPV,0.7128
balance_train_Youden Index,0.4762
balance_train_AUC,0.7523
balance_train_95% CIs,[0.6773-0.8272]
balance_train_Std,0.0382
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.5227
train_Cutoff,0.5304
train_Acc,0.7480
train_MCC,0.4440
train_Sen,0.6512
train_Spe,0.7976
train_PPV,0.6222
train_NPV,0.8171
train_Youden Index,0.4488
train_AUC,0.7400
train_95% CIs,[0.6516-0.8285]
train_Std,0.0451
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.6553
test_Cutoff,1.0000
test_Acc,0.6364
test_MCC,0.3050
test_Sen,0.7368
test_Spe,0.5833
test_PPV,0.4828
test_NPV,0.8077
test_Youden Index,0.3202
test_AUC,0.6601
test_95% CIs,[0.5296-0.7905]
test_Std,0.0666
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.7893
cv_train_Cutoff,0.5033
cv_train_Acc,0.7455
cv_train_MCC,0.4924
cv_train_Sen,0.7827
cv_train_Spe,0.7083
cv_train_PPV,0.7285
cv_train_NPV,0.7653
cv_train_Youden Index,0.4911
cv_train_AUC,0.8036
cv_train_95% CIs,[0.7707-0.8364]
cv_train_Std,0.0168
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.4460
cv_val_Cutoff,0.4578
cv_val_Acc,0.6457
cv_val_MCC,0.2998
cv_val_Sen,0.6977
cv_val_Spe,0.6190
cv_val_PPV,0.4839
cv_val_NPV,0.8000
cv_val_Youden Index,0.3167
cv_val_AUC,0.6333
cv_val_95% CIs,[0.5298-0.7368]
cv_val_Std,0.0528
