,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.7636
balance_train_Cutoff,0.4707
balance_train_Acc,0.7798
balance_train_MCC,0.5615
balance_train_Sen,0.7381
balance_train_Spe,0.8214
balance_train_PPV,0.8052
balance_train_NPV,0.7582
balance_train_Youden Index,0.5595
balance_train_AUC,0.8288
balance_train_95% CIs,[0.7661-0.8915]
balance_train_Std,0.0320
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.6420
train_Cutoff,0.4707
train_Acc,0.8031
train_MCC,0.5747
train_Sen,0.7674
train_Spe,0.8214
train_PPV,0.6875
train_NPV,0.8734
train_Youden Index,0.5889
train_AUC,0.8369
train_95% CIs,[0.7653-0.9086]
train_Std,0.0365
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.5908
test_Cutoff,0.3279
test_Acc,0.7091
test_MCC,0.5151
test_Sen,0.9474
test_Spe,0.5833
test_PPV,0.5455
test_NPV,0.9545
test_Youden Index,0.5307
test_AUC,0.8070
test_95% CIs,[0.6904-0.9236]
test_Std,0.0595
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.8587
cv_train_Cutoff,0.5103
cv_train_Acc,0.8423
cv_train_MCC,0.6899
cv_train_Sen,0.9048
cv_train_Spe,0.7798
cv_train_PPV,0.8042
cv_train_NPV,0.8912
cv_train_Youden Index,0.6845
cv_train_AUC,0.8801
cv_train_95% CIs,[0.8534-0.9068]
cv_train_Std,0.0136
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.6532
cv_val_Cutoff,0.3973
cv_val_Acc,0.7165
cv_val_MCC,0.4771
cv_val_Sen,0.8605
cv_val_Spe,0.6429
cv_val_PPV,0.5522
cv_val_NPV,0.9000
cv_val_Youden Index,0.5033
cv_val_AUC,0.7874
cv_val_95% CIs,[0.7005-0.8742]
cv_val_Std,0.0443
