,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8374
balance_train_Cutoff,0.5937
balance_train_Acc,0.7738
balance_train_MCC,0.5482
balance_train_Sen,0.7500
balance_train_Spe,0.7976
balance_train_PPV,0.7875
balance_train_NPV,0.7614
balance_train_Youden Index,0.5476
balance_train_AUC,0.8397
balance_train_95% CIs,[0.7811-0.8983]
balance_train_Std,0.0299
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.7322
train_Cutoff,0.5715
train_Acc,0.7165
train_MCC,0.4771
train_Sen,0.8605
train_Spe,0.6429
train_PPV,0.5522
train_NPV,0.9000
train_Youden Index,0.5033
train_AUC,0.8300
train_95% CIs,[0.7582-0.9019]
train_Std,0.0367
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.6897
test_Cutoff,0.5815
test_Acc,0.8727
test_MCC,0.7337
test_Sen,0.8947
test_Spe,0.8611
test_PPV,0.7727
test_NPV,0.9394
test_Youden Index,0.7558
test_AUC,0.8889
test_95% CIs,[0.7958-0.9820]
test_Std,0.0475
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9121
cv_train_Cutoff,0.6015
cv_train_Acc,0.8557
cv_train_MCC,0.7113
cv_train_Sen,0.8571
cv_train_Spe,0.8542
cv_train_PPV,0.8546
cv_train_NPV,0.8567
cv_train_Youden Index,0.7113
cv_train_AUC,0.9169
cv_train_95% CIs,[0.8958-0.9379]
cv_train_Std,0.0107
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7685
cv_val_Cutoff,0.5708
cv_val_Acc,0.8504
cv_val_MCC,0.6777
cv_val_Sen,0.8372
cv_val_Spe,0.8571
cv_val_PPV,0.7500
cv_val_NPV,0.9114
cv_val_Youden Index,0.6944
cv_val_AUC,0.8657
cv_val_95% CIs,[0.7966-0.9349]
cv_val_Std,0.0353
