,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,1.0000
balance_train_Cutoff,0.6100
balance_train_Acc,1.0000
balance_train_MCC,1.0000
balance_train_Sen,1.0000
balance_train_Spe,1.0000
balance_train_PPV,1.0000
balance_train_NPV,1.0000
balance_train_Youden Index,1.0000
balance_train_AUC,1.0000
balance_train_95% CIs,[1.0000-1.0000]
balance_train_Std,0.0000
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,1.0000
train_Cutoff,0.6100
train_Acc,1.0000
train_MCC,1.0000
train_Sen,1.0000
train_Spe,1.0000
train_PPV,1.0000
train_NPV,1.0000
train_Youden Index,1.0000
train_AUC,1.0000
train_95% CIs,[1.0000-1.0000]
train_Std,0.0000
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.7420
test_Cutoff,0.3800
test_Acc,0.8364
test_MCC,0.6288
test_Sen,0.6316
test_Spe,0.9444
test_PPV,0.8571
test_NPV,0.8293
test_Youden Index,0.5760
test_AUC,0.8121
test_95% CIs,[0.6895-0.9347]
test_Std,0.0626
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,1.0000
cv_train_Cutoff,0.6750
cv_train_Acc,1.0000
cv_train_MCC,1.0000
cv_train_Sen,1.0000
cv_train_Spe,1.0000
cv_train_PPV,1.0000
cv_train_NPV,1.0000
cv_train_Youden Index,1.0000
cv_train_AUC,1.0000
cv_train_95% CIs,[1.0000-1.0000]
cv_train_Std,0.0000
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7061
cv_val_Cutoff,0.3250
cv_val_Acc,0.7402
cv_val_MCC,0.4705
cv_val_Sen,0.7674
cv_val_Spe,0.7262
cv_val_PPV,0.5893
cv_val_NPV,0.8592
cv_val_Youden Index,0.4936
cv_val_AUC,0.7986
cv_val_95% CIs,[0.7161-0.8810]
cv_val_Std,0.0421
