,label,PCA_feature_88,PCA_feature_11,PCA_feature_17,PCA_feature_137,PCA_feature_37
1,0.0,0.2849800000815409,18.577186602608442,0.8238866272604934,-1.9845236565174673e-15,3.24746796517082
1,1.0,0.22385124384908778,4.0006981598034885,-1.020926169526052,5.336009412104659e-15,2.8164702887989344
2,0.0,-0.19422968341802965,0.9291416531873937,-3.6908183326337762,5.537237335317968e-15,2.9729400690385126
2,1.0,-0.021889964987214305,7.77545107455297,0.39236503532139094,8.049116928532385e-15,0.11802108422031035
3,1.0,-0.02455470958324693,-3.2045069534109034,0.08203851136958529,-3.9898639947466563e-17,2.3084246360537537
5,1.0,0.5559858792202086,-1.9828200814900985,0.693643624833751,-8.326672684688674e-16,0.29822164787055133
5,0.0,0.042606990877540066,-1.9817764601887338,-0.38698346865864114,-1.1934897514720433e-15,3.4810493718253803
6,1.0,0.08404101676982144,-1.1114766481007963,-0.7100023546717237,-8.396061623727746e-16,-2.1127050003374417
7,0.0,-0.25918686835940186,7.184854614979039,2.7264043528656146,-2.123301534595612e-15,-1.1296175613480073
7,1.0,-0.679852768581926,-3.638702520880764,-1.2633056188911116,-2.1198320876436583e-15,0.23906015425203544
8,0.0,0.07978630389893318,3.993303831801347,-4.674205316073177,-1.27675647831893e-15,1.9783091142150784
8,1.0,0.9654105045833181,-0.9763688538506361,-1.866028860483384,-3.0531133177191805e-16,0.4613189666637949
9,0.0,0.024583882709753938,1.3763506306556934,3.3896346765306276,-2.5673907444456745e-15,-0.1669163892589996
10,1.0,0.3826182493303974,-0.34192192377712227,-0.8304807717286655,3.469446951953614e-17,0.21982155185793462
11,0.0,0.24455952891641247,5.378204006576274,11.366472021569189,-2.706168622523819e-15,0.5386696372292403
11,1.0,0.3350392604801463,1.3030605098136494,-6.637044550969546,4.163336342344337e-16,-0.9074143988519587
12,1.0,-0.128732877882768,0.052551090224522756,-0.5687617991702555,-5.412337245047638e-16,-0.794300821406367
12,0.0,0.3904455130231592,4.983522222254106,1.93920898092111,-1.9897278269453977e-15,-0.9540689368150521
13,0.0,-0.18269799301027922,-3.6605511220601503,-6.297449641899412,1.0824674490095276e-15,0.3399222090682814
13,1.0,-0.08725681338334362,5.999961242979484,-5.43165816508052,8.72565908416334e-16,-0.6062470200833361
14,0.0,-0.2395148913447113,-2.93675499756751,6.5909147044281156,-5.424480309379476e-15,-2.107822244347935
14,1.0,1.2088427903939043,-0.8981322774950342,3.772665725511745,-1.1102230246251565e-15,1.2789732030130274
15,0.0,-0.30818994271754324,-0.5502638801965558,4.26790614854921,-2.831068712794149e-15,1.9038130736778238
15,1.0,-0.609441935371251,-0.503227700008713,-3.9837618417195437,7.771561172376096e-16,-0.6912376338991479
17,1.0,-0.5300235224803818,-7.186234956338348,-0.9172016493497606,2.9976021664879227e-15,1.421031958481086
17,0.0,-0.8969414820163663,1.895975648647655,-3.492393464651692,1.3877787807814457e-16,1.528708429869691
18,0.0,0.26276027513826133,-0.5082587850702909,1.5877409681766168,5.551115123125783e-16,0.8870250141829915
19,1.0,-0.5824193703618402,-3.173741332278761,1.8825459234032067,3.5388358909926865e-16,0.8375594771716547
19,0.0,0.6254630131335611,1.7786243519514646,5.599330921150547,-2.6020852139652106e-15,-1.8959384994447546
21,0.0,-0.17962610124676864,9.422584925536444,3.9652261141714398,-2.0261570199409107e-15,-3.542117622783163
22,1.0,0.18426837907184912,-2.912769425509732,2.9830408351701223,-2.498001805406602e-16,-0.017595567605352712
22,0.0,-0.10924448752993264,-4.207612884626418,0.16765088546130613,-2.2690183065776637e-15,0.5784763544307376
23,0.0,-0.4169883937514422,-6.109493339206434,0.31063648706665975,2.0122792321330962e-16,0.07808649934544991
24,0.0,1.123351522088825,-1.665096990450639,-1.1299793629087567,-4.274358644806853e-15,-0.5024322111703954
25,1.0,0.17518254723538806,-2.1187278281392703,2.8883708900870335,-2.3626933742804113e-15,-0.7403115448734876
26,0.0,0.706914157398832,-4.603426610423844,2.688487639883415,-2.733924198139448e-15,0.2298875397342189
27,1.0,-0.12696914441606474,0.6759000250996906,-0.39265421602681627,4.579669976578771e-16,0.8350168051853817
28,1.0,0.4982104717717975,3.22288738538409,0.30860841782923265,1.3600232051658168e-15,-0.16653723422495365
28,0.0,-0.0631542679560445,-2.889355718171636,0.6171982036546189,4.163336342344337e-16,2.5818066598726137
29,0.0,-0.3812320272057977,4.921409253032493,2.056593432490456,8.326672684688674e-17,-0.4705579308965474
30,0.0,0.4152771249571654,3.4356303135567705,2.5013859720712617,-5.35682609381638e-15,0.18801472032463384
31,0.0,-0.8571560797101168,11.667186900283962,-2.5372693773392596,-2.52510685971874e-15,-1.3948645413543472
31,1.0,-0.06424161126383901,10.523051812429443,0.18254682651421927,1.3600232051658168e-15,0.14425124880247087
32,1.0,-0.025211632310702947,-4.317953944224562,3.8769463116482568,-1.7763568394002505e-15,2.7159550275890254
32,0.0,2.112296381186216,1.4407661400183343,-4.242863118148435,2.921274333544943e-15,-2.848098178173071
33,0.0,0.13868160481033032,0.5591902856947444,-0.39633887026871567,-4.3576253716537394e-15,-0.07723537495517782
34,1.0,-0.42998721929952777,0.3786153697061766,-2.9742865639142333,1.0269562977782698e-15,-1.5850332396060116
35,1.0,-0.14020219533500128,-6.055533065404568,1.6559714903917735,1.85268467234323e-15,0.2187008066670194
35,0.0,0.21451207795617405,3.402780841041685,1.66141682776714,-1.7763568394002505e-15,4.9058553256338
36,1.0,-0.21007059239892262,-2.324823305405968,1.5082057051085196,2.345346139520643e-15,0.1495063283374639
36,0.0,-0.18782940489042715,-4.67181300384086,-2.045102503094095,-2.095545958979983e-15,-2.3107653127970886
37,0.0,-0.4995788472167464,0.8416446030533562,-0.1126010476314041,-6.522560269672795e-15,0.6858805075761234
37,1.0,-0.09808773095669593,-9.131132846659357,4.497801696780574,4.343747583845925e-15,-1.937636123684972
38,0.0,0.4010802604039233,0.12260448734479679,0.48212323253301337,-5.754077769815069e-15,-0.1873838145277185
39,0.0,-0.2572948944109823,0.17358559241832378,1.9894134252592064,-2.1996293675385914e-15,3.428989721632374
