,label,PCA_feature_2,PCA_feature_129,PCA_feature_136,PCA_feature_150,PCA_feature_167
16,1.0,0.6243642119290396,2.8449465006019636e-16,-1.682681771697503e-16,-1.2836953722228372e-16,1.0408340855860843e-16
16,1.0,0.6243642119290396,2.8449465006019636e-16,-1.682681771697503e-16,-1.2836953722228372e-16,1.0408340855860843e-16
16,0.0,0.898904053466962,2.979929671076409e-16,2.2898349882893854e-16,2.229119666630197e-16,-2.2898349882893854e-16
16,1.0,0.6243642119290396,2.8449465006019636e-16,-1.682681771697503e-16,-1.2836953722228372e-16,1.0408340855860843e-16
17,1.0,-1.845683555933669,2.0469737016526324e-16,1.196959198423997e-16,-4.336808689942018e-17,1.8214596497756474e-16
17,0.0,-1.0796895583547093,2.1510571102112408e-16,4.614364446098307e-16,2.185751579730777e-16,-2.42861286636753e-16
18,0.0,-1.3228061117491239,2.498001805406602e-16,7.997075224253081e-16,0.0,-1.0061396160665481e-16
18,1.0,-1.8590270360382681,1.6306400674181987e-16,1.6479873021779667e-16,6.5052130349130266e-18,-3.122502256758253e-17
19,1.0,-2.016409657068404,6.245004513516506e-17,1.3877787807814457e-16,5.204170427930421e-17,7.28583859910259e-17
19,0.0,3.567551603698655,-2.237793284010081e-16,-1.97758476261356e-16,3.2959746043559335e-17,4.163336342344337e-17
19,1.0,-2.016409657068404,0.0,6.418476861114186e-17,1.0408340855860843e-17,7.28583859910259e-17
20,0.0,0.37605737600273575,2.3245294578089215e-16,-1.474514954580286e-16,2.914335439641036e-16,-1.3183898417423734e-16
20,1.0,-0.5680045537097216,8.543513119185775e-17,6.280241084122284e-17,-3.122502256758253e-17,1.1796119636642288e-16
20,1.0,-0.5680045537097216,8.543513119185775e-17,6.280241084122284e-17,-3.122502256758253e-17,1.1796119636642288e-16
21,0.0,2.9048589899775985,-9.020562075079397e-17,-3.408731630294426e-16,8.326672684688674e-17,-6.245004513516506e-17
21,1.0,5.132915249496049,1.0408340855860843e-16,-1.5092094240998222e-16,-8.673617379884035e-17,-2.5326962749261384e-16
21,1.0,5.132915249496049,1.0408340855860843e-16,-1.5092094240998222e-16,-8.673617379884035e-17,-2.5326962749261384e-16
22,1.0,-1.2963227755230022,2.636779683484747e-16,2.498001805406602e-16,-8.326672684688674e-17,7.28583859910259e-17
22,0.0,5.312152024223375,-7.73686670285656e-16,-8.031769693772617e-16,-1.2923689896027213e-16,-3.469446951953614e-16
22,1.0,-1.2963227755230022,2.636779683484747e-16,2.498001805406602e-16,-8.326672684688674e-17,7.28583859910259e-17
23,0.0,-0.3631990493643875,8.673617379884035e-17,-1.3010426069826053e-16,9.8879238130678e-17,9.8879238130678e-17
23,1.0,-2.575769421154228,2.3245294578089215e-16,9.378348791999613e-17,-6.931101200792489e-17,1.734723475976807e-16
23,1.0,-2.575769421154228,2.3245294578089215e-16,9.378348791999613e-17,-6.931101200792489e-17,1.734723475976807e-16
24,1.0,-2.6431139649717244,-7.28583859910259e-17,1.3183898417423734e-16,3.642919299551295e-17,2.7755575615628914e-16
24,0.0,4.512703036674612,8.500145032286355e-17,-5.689893001203927e-16,9.974659986866641e-17,-1.5265566588595902e-16
24,1.0,-2.643113964971724,3.469446951953614e-18,1.3183898417423734e-16,2.5153490401663703e-17,2.7755575615628914e-16
25,0.0,0.3318777704552622,-1.8735013540549517e-16,-2.5261910618912253e-16,2.7755575615628914e-16,-1.0755285551056204e-16
27,1.0,-2.3786835997246696,1.8323016715005025e-16,1.0018028073766061e-16,2.1196152472091612e-16,-2.393918396847994e-16
27,1.0,-2.3786835997246696,1.8323016715005025e-16,1.0018028073766061e-16,2.1196152472091612e-16,-2.393918396847994e-16
27,0.0,2.408488163976055,-1.0408340855860843e-16,-2.3158558404290375e-16,2.480654570646834e-16,1.5612511283791264e-17
28,1.0,-1.5002218144058395,-9.627715291671279e-17,2.0469737016526324e-16,-4.85722573273506e-17,-1.734723475976807e-18
28,1.0,-1.5002218144058395,-9.80118763926896e-17,1.465841337200402e-16,8.153200337090993e-17,-1.734723475976807e-18
28,0.0,1.7405027972976859,-1.0842021724855044e-17,-3.5041414214731503e-16,-4.85722573273506e-17,-4.85722573273506e-17
28,1.0,-1.5002218144058395,-9.80118763926896e-17,1.465841337200402e-16,8.153200337090993e-17,-1.734723475976807e-18
28,1.0,-1.5002218144058395,-9.627715291671279e-17,2.0469737016526324e-16,-4.85722573273506e-17,-1.734723475976807e-18
29,0.0,2.691211271467683,-1.1188966420050406e-16,1.3791051634015616e-16,1.960237527853792e-16,-9.020562075079397e-17
29,1.0,-1.272071910450281,1.8388068845354155e-16,1.700029006457271e-16,-2.0816681711721685e-17,1.5092094240998222e-16
29,1.0,-1.272071910450281,1.8388068845354155e-16,1.700029006457271e-16,-2.0816681711721685e-17,1.5092094240998222e-16
30,0.0,4.986247117638655,-2.5717275531356165e-16,-3.5995512126518747e-16,-7.806255641895632e-17,-1.3183898417423734e-16
31,1.0,-2.231217155323152,-1.3530843112619095e-16,-2.8449465006019636e-16,-2.7755575615628914e-16,-2.0816681711721685e-17
31,1.0,-2.231217155323152,-1.3530843112619095e-16,-2.8449465006019636e-16,-2.7755575615628914e-16,-2.0816681711721685e-17
32,1.0,-0.40033203338814,-2.42861286636753e-16,1.9081958235744878e-17,-4.597017211338539e-17,1.214306433183765e-16
33,1.0,-1.0277134168732185,-6.938893903907228e-17,1.3877787807814457e-16,-9.020562075079397e-17,4.163336342344337e-17
33,1.0,-1.0277134168732185,-6.938893903907228e-17,1.3877787807814457e-16,-9.020562075079397e-17,4.163336342344337e-17
33,1.0,-1.0277134168732185,-6.938893903907228e-17,1.3877787807814457e-16,-9.020562075079397e-17,4.163336342344337e-17
34,1.0,-1.259084218854822,1.8041124150158794e-16,2.7755575615628914e-16,1.3444106938820255e-17,6.591949208711867e-17
34,1.0,-1.259084218854822,1.8041124150158794e-16,2.7755575615628914e-16,1.3444106938820255e-17,6.591949208711867e-17
34,1.0,-1.259084218854822,1.8041124150158794e-16,2.7755575615628914e-16,1.3444106938820255e-17,6.591949208711867e-17
34,1.0,-1.259084218854822,1.8041124150158794e-16,2.7755575615628914e-16,1.3444106938820255e-17,6.591949208711867e-17
34,0.0,0.14726146710922872,2.5153490401663703e-16,2.7755575615628914e-16,-3.469446951953614e-18,-5.551115123125783e-17
34,1.0,-1.259084218854822,1.8041124150158794e-16,2.7755575615628914e-16,1.3444106938820255e-17,6.591949208711867e-17
35,0.0,2.212644810155958,-1.3530843112619095e-16,-1.5265566588595902e-16,-1.8561541192951836e-16,-3.0531133177191805e-16
35,1.0,-1.5027777396860669,1.1275702593849246e-16,2.168404344971009e-17,-1.0234868508263162e-16,1.4224732503009818e-16
35,1.0,-1.5027777396860669,1.1275702593849246e-16,2.168404344971009e-17,-1.0234868508263162e-16,1.4224732503009818e-16
36,0.0,2.9558431101196243,-8.326672684688674e-17,-3.7643499428696714e-16,6.678685382510707e-17,3.469446951953614e-18
37,1.0,-2.8832277388949046,-1.2988742026376343e-16,2.667137344314341e-17,-1.3010426069826053e-17,1.4094628242311558e-16
37,0.0,6.262325089412414,-2.96637714392034e-16,-5.065392549852277e-16,-2.498001805406602e-16,-4.40619762898109e-16
38,1.0,-1.9816924034325767,1.6653345369377348e-16,1.682681771697503e-16,-1.6479873021779667e-17,9.172350379227368e-17
39,0.0,1.7933858453326166,1.734723475976807e-16,-4.145989107584569e-16,1.0408340855860843e-16,-1.0842021724855044e-16
39,1.0,-2.177634674214134,-4.85722573273506e-17,1.8561541192951836e-16,-2.1163626406917047e-16,8.500145032286355e-17
40,1.0,-1.1843300907655991,1.8041124150158794e-16,-4.85722573273506e-17,2.710505431213761e-17,1.4354836763708079e-16
40,1.0,-1.1843300907655991,1.8041124150158794e-16,-4.85722573273506e-17,2.710505431213761e-17,1.4354836763708079e-16
41,0.0,2.2443121842992992,2.896988204881268e-16,-1.2836953722228372e-16,-4.9873299934333204e-17,-1.8388068845354155e-16
41,1.0,-3.483746415411051,2.220446049250313e-16,5.2562121322097255e-16,-9.540979117872439e-17,1.1622647289044608e-16
42,1.0,-1.9702804898270734,8.673617379884035e-17,9.194034422677078e-17,-3.642919299551295e-17,1.9081958235744878e-17
42,0.0,-1.5640062397704075,1.968911145233676e-16,-3.5778671692021646e-17,7.806255641895632e-17,-1.9081958235744878e-17
43,1.0,-6.225380006629856,5.238864897449957e-16,4.948298715223842e-16,-1.3877787807814457e-16,2.185751579730777e-16
43,1.0,-6.225380006629854,2.671474153004283e-16,4.423544863740858e-16,-3.469446951953614e-17,2.185751579730777e-16
43,1.0,-6.225380006629856,5.238864897449957e-16,4.948298715223842e-16,-1.3877787807814457e-16,2.185751579730777e-16
43,0.0,1.3494498088536304,4.5102810375396984e-17,5.0306980803327406e-17,1.249000902703301e-16,4.85722573273506e-17
45,1.0,-3.3578885410885815,1.222980050563649e-16,3.887948990533019e-16,-1.0668549377257364e-16,1.6653345369377348e-16
46,0.0,0.2642891753166408,-3.217912047936977e-16,2.445960101127298e-16,2.654126918244515e-16,-9.020562075079397e-17
47,0.0,-0.07305731801507628,-2.498001805406602e-16,4.36282954208167e-16,2.8189256484623115e-16,-1.3877787807814457e-17
49,0.0,-1.821674938137098,1.496198998029996e-16,-2.7755575615628914e-17,-3.157196726277789e-16,2.706168622523819e-16
50,1.0,-1.702020934487786,2.7755575615628914e-17,4.336808689942018e-17,6.245004513516506e-17,7.806255641895632e-17
50,0.0,2.686272932720585,-3.469446951953614e-17,-4.85722573273506e-16,-1.1058862159352145e-16,-1.5612511283791264e-16
51,1.0,-2.3294036788167016,1.43982048506075e-16,4.670742959067553e-16,5.0306980803327406e-17,-9.71445146547012e-17
51,1.0,-2.329403678816701,1.4224732503009818e-16,3.712308238590367e-16,7.806255641895632e-17,-9.71445146547012e-17
51,0.0,1.852352475012905,4.5102810375396984e-17,2.5153490401663703e-17,3.365363543395006e-16,-4.718447854656915e-16
52,0.0,2.750652685765736,-2.0816681711721685e-16,-1.0408340855860843e-16,2.463307335887066e-16,9.71445146547012e-17
53,1.0,2.8305446353357153,2.5396351688300456e-15,7.91033905045424e-16,-3.469446951953614e-16,-2.220446049250313e-16
53,1.0,2.8305446353357153,2.5396351688300456e-15,7.91033905045424e-16,-3.469446951953614e-16,-2.220446049250313e-16
53,0.0,4.8395650327211515,-3.365363543395006e-16,-9.610368056911511e-16,3.89011739487799e-16,-5.065392549852277e-16
54,1.0,-1.367942657756898,2.393918396847994e-16,6.591949208711867e-17,-9.974659986866641e-18,2.931682674400804e-16
54,0.0,0.05025355877830036,1.0408340855860843e-16,-2.706168622523819e-16,-6.938893903907228e-17,0.0
54,1.0,-1.3679426577568983,2.498001805406602e-16,8.673617379884035e-17,-4.163336342344337e-17,2.931682674400804e-16
55,1.0,-1.4251880112619286,1.1449174941446927e-16,-2.237793284010081e-16,-3.0140820395097023e-17,-1.1709383462843448e-17
55,0.0,1.2067560679883753,2.3592239273284576e-16,-7.632783294297951e-17,4.5102810375396984e-17,4.5211230592645535e-17
55,1.0,-1.4251880112619286,1.1449174941446927e-16,-2.237793284010081e-16,-3.0140820395097023e-17,-1.1709383462843448e-17
56,1.0,-0.5333068259179556,6.938893903907228e-17,-3.5041414214731503e-16,-2.740863092043355e-16,1.8041124150158794e-16
56,1.0,-0.5333068259179556,6.938893903907228e-17,-3.5041414214731503e-16,-2.740863092043355e-16,1.8041124150158794e-16
56,1.0,-0.5333068259179556,6.938893903907228e-17,-3.5041414214731503e-16,-2.740863092043355e-16,1.8041124150158794e-16
56,1.0,-0.5333068259179556,6.938893903907228e-17,-3.5041414214731503e-16,-2.740863092043355e-16,1.8041124150158794e-16
56,0.0,0.9432962640416885,-2.3245294578089215e-16,-2.8449465006019636e-16,-1.3530843112619095e-16,-3.2612801348363973e-16
57,1.0,-1.1362373084454664,2.0296264668928643e-16,-3.0617869350990645e-16,-1.2533377113932431e-16,6.938893903907228e-17
58,0.0,-2.5742343303710973,1.457167719820518e-16,7.251144129583054e-16,3.7470027081099033e-16,2.220446049250313e-16
59,1.0,-0.03877152474212875,3.122502256758253e-17,1.5959455978986625e-16,-1.1449174941446927e-16,-1.3877787807814457e-17
61,0.0,-2.63859981981986,-2.7755575615628914e-16,-2.992397996059992e-16,1.8388068845354155e-16,3.174543961037557e-16
62,0.0,0.1238788268694864,7.28583859910259e-17,-2.654126918244515e-16,1.43982048506075e-16,-6.938893903907228e-18
62,1.0,-1.0776424832372444,2.7755575615628914e-16,-1.9233746539892849e-16,-1.938553484404082e-16,1.4224732503009818e-16
63,0.0,3.492042531374873,1.0408340855860843e-17,-4.0419056990259605e-16,-1.1622647289044608e-16,2.168404344971009e-18
65,0.0,3.5238927747165305,-3.0878077872387166e-16,-3.452099717193846e-16,-6.158268339717665e-17,-1.4224732503009818e-16
67,0.0,-0.81373061828108,-1.0061396160665481e-16,-2.6194324487249787e-16,1.7694179454963432e-16,-1.3183898417423734e-16
68,0.0,0.8115247970217432,1.5612511283791264e-17,2.3592239273284576e-16,-3.642919299551295e-17,3.0531133177191805e-16
74,0.0,0.12875942704358306,1.231653667943533e-16,5.793976409762536e-16,3.2612801348363973e-16,6.938893903907228e-18
76,0.0,4.636161005813523,-1.5439038936193583e-16,-2.42861286636753e-16,-3.9898639947466563e-17,-1.249000902703301e-16
77,0.0,5.3626615663765245,-2.1163626406917047e-16,-1.214306433183765e-16,-1.6393136847980827e-16,-2.706168622523819e-16
78,0.0,2.0631694550488464,-3.0531133177191805e-16,-1.8908485888147197e-16,-8.370040771588094e-17,4.5102810375396984e-17
79,0.0,5.3783592816751185,-6.591949208711867e-16,-2.198762005800603e-16,-2.0816681711721685e-16,-2.345129299086146e-16
80,0.0,0.568335698364512,2.0122792321330962e-16,-3.408731630294426e-16,1.0234868508263162e-16,3.469446951953614e-17
81,0.0,0.19964313122282656,-6.071532165918825e-17,2.740863092043355e-16,-1.7564075194265172e-17,-6.938893903907228e-18
82,0.0,2.6748481561200017,-1.2836953722228372e-16,1.457167719820518e-16,4.163336342344337e-17,-1.3877787807814457e-17
83,0.0,-0.5465851591364761,9.71445146547012e-17,8.257283745649602e-16,2.5500435096859064e-16,-1.5265566588595902e-16
85,0.0,-1.8026959435018952,3.0010716134398763e-16,1.3530843112619095e-16,-3.2959746043559335e-17,-5.724587470723463e-17
87,0.0,6.3155233797790284,-4.926614671774132e-16,-4.145989107584569e-16,9.020562075079397e-17,-5.134781488891349e-16
88,0.0,1.3970700754305896,1.5265566588595902e-16,-2.0144476364780672e-16,-1.1102230246251565e-16,1.2836953722228372e-16
91,0.0,4.552557059534963,8.196568423990414e-17,1.0061396160665481e-16,-2.0816681711721685e-17,-1.0755285551056204e-16
92,0.0,-1.0466926119436069,9.020562075079397e-17,2.3592239273284576e-16,7.28583859910259e-17,8.326672684688674e-17
93,0.0,-1.5746845561635032,3.0184188481996443e-16,5.204170427930421e-18,5.48172618408671e-16,-7.632783294297951e-17
95,0.0,2.504080331209111,-2.706168622523819e-16,-1.2836953722228372e-16,1.2663481374630692e-16,-3.0184188481996443e-16
96,0.0,-0.768419052170008,1.218643241873707e-16,8.673617379884035e-19,-2.3678975447083417e-16,-2.42861286636753e-17
97,0.0,-1.3912166019187195,-1.061650767297806e-15,-5.898059818321144e-16,2.1684043449710089e-16,1.942890293094024e-16
98,0.0,-3.610441544406949,4.996003610813204e-16,5.134781488891349e-16,-9.020562075079397e-17,1.1449174941446927e-16
99,0.0,4.238926173017748,-1.4224732503009818e-16,-2.0816681711721685e-16,-1.6046192152785466e-16,6.938893903907228e-18
100,0.0,-0.04903897460306157,-4.683753385137379e-17,-1.2912847874302358e-16,9.84455572616838e-17,-2.3592239273284576e-16
101,0.0,0.5639018827523223,-5.204170427930421e-18,-8.673617379884035e-17,2.3592239273284576e-16,1.734723475976807e-16
102,0.0,4.660011804984351,-2.1510571102112408e-16,-5.342948306008566e-16,1.3877787807814457e-16,-7.077671781985373e-16
103,0.0,2.52113668864295,2.740863092043355e-16,-6.404382232871875e-16,-1.1102230246251565e-16,-1.249000902703301e-16
104,0.0,-0.4592300087024288,-1.196959198423997e-16,5.551115123125783e-16,8.673617379884035e-18,2.0816681711721685e-17
105,0.0,1.3647682416264995,3.400058012914542e-16,-2.185751579730777e-16,-1.3183898417423734e-16,-5.095750210681871e-17
107,0.0,0.9152348611389073,-3.2959746043559335e-17,-2.393918396847994e-16,1.1622647289044608e-16,1.9949319973733282e-16
108,0.0,-1.580252990062066,-1.1796119636642288e-16,1.1804793254022172e-15,6.288372600415926e-17,2.706168622523819e-16
109,0.0,0.48749692559010926,3.191891195797325e-16,-2.3678975447083417e-16,-4.163336342344337e-17,5.898059818321144e-17
111,0.0,0.02907869202672214,-4.163336342344337e-17,2.487159783681747e-16,4.206704429243757e-16,-9.367506770274758e-17
112,0.0,1.39460656164491,-8.955509944730267e-17,-1.942890293094024e-16,6.591949208711867e-17,-2.2898349882893854e-16
113,0.0,1.0249114329378968,-1.5612511283791264e-17,-2.42861286636753e-16,-8.153200337090993e-17,-1.7694179454963432e-16
114,0.0,-2.179575223250424,-9.783840404509192e-16,-5.672545766444159e-16,2.8406096919120216e-17,4.787836793695988e-16
116,0.0,0.29963890267071147,-1.124100812432971e-15,5.863365348801608e-16,-1.739060284666749e-16,6.938893903907228e-16
117,0.0,-0.6166753026628167,-6.938893903907228e-18,2.3310346708438345e-17,-2.636779683484747e-16,3.3263322651855276e-16
118,0.0,2.04316282467521,-6.158268339717665e-17,-9.020562075079397e-17,-1.1102230246251565e-16,-2.6020852139652106e-18
119,0.0,1.6339835905298654,2.1163626406917047e-16,-5.169475958410885e-16,1.2750217548429532e-16,1.3010426069826053e-17
