,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8696
balance_train_Cutoff,0.3801
balance_train_Acc,0.8631
balance_train_MCC,0.7455
balance_train_Sen,0.9762
balance_train_Spe,0.7500
balance_train_PPV,0.7961
balance_train_NPV,0.9692
balance_train_Youden Index,0.7262
balance_train_AUC,0.9041
balance_train_95% CIs,[0.8562-0.9519]
balance_train_Std,0.0244
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.7523
train_Cutoff,0.3801
train_Acc,0.8268
train_MCC,0.6879
train_Sen,0.9767
train_Spe,0.7500
train_PPV,0.6667
train_NPV,0.9844
train_Youden Index,0.7267
train_AUC,0.8978
train_95% CIs,[0.8450-0.9507]
train_Std,0.0270
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.6143
test_Cutoff,0.3470
test_Acc,0.7455
test_MCC,0.5104
test_Sen,0.8421
test_Spe,0.6944
test_PPV,0.5926
test_NPV,0.8929
test_Youden Index,0.5365
test_AUC,0.8070
test_95% CIs,[0.6832-0.9308]
test_Std,0.0632
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.8303
cv_train_Cutoff,0.5301
cv_train_Acc,0.7872
cv_train_MCC,0.5783
cv_train_Sen,0.7292
cv_train_Spe,0.8452
cv_train_PPV,0.8249
cv_train_NPV,0.7573
cv_train_Youden Index,0.5744
cv_train_AUC,0.8484
cv_train_95% CIs,[0.8194-0.8775]
cv_train_Std,0.0148
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.6602
cv_val_Cutoff,0.5071
cv_val_Acc,0.8346
cv_val_MCC,0.6434
cv_val_Sen,0.8140
cv_val_Spe,0.8452
cv_val_PPV,0.7292
cv_val_NPV,0.8987
cv_val_Youden Index,0.6592
cv_val_AUC,0.8638
cv_val_95% CIs,[0.7995-0.9281]
cv_val_Std,0.0328
