,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.7388
balance_train_Cutoff,0.4791
balance_train_Acc,0.7619
balance_train_MCC,0.5336
balance_train_Sen,0.8571
balance_train_Spe,0.6667
balance_train_PPV,0.7200
balance_train_NPV,0.8235
balance_train_Youden Index,0.5238
balance_train_AUC,0.7812
balance_train_95% CIs,[0.7100-0.8523]
balance_train_Std,0.0363
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.5571
train_Cutoff,0.4791
train_Acc,0.7087
train_MCC,0.4330
train_Sen,0.7907
train_Spe,0.6667
train_PPV,0.5484
train_NPV,0.8615
train_Youden Index,0.4574
train_AUC,0.7395
train_95% CIs,[0.6480-0.8310]
train_Std,0.0467
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.7951
test_Cutoff,0.2797
test_Acc,0.8364
test_MCC,0.6291
test_Sen,0.6842
test_Spe,0.9167
test_PPV,0.8125
test_NPV,0.8462
test_Youden Index,0.6009
test_AUC,0.8260
test_95% CIs,[0.6985-0.9535]
test_Std,0.0651
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.7834
cv_train_Cutoff,0.5187
cv_train_Acc,0.7545
cv_train_MCC,0.5136
cv_train_Sen,0.8214
cv_train_Spe,0.6875
cv_train_PPV,0.7244
cv_train_NPV,0.7938
cv_train_Youden Index,0.5089
cv_train_AUC,0.8028
cv_train_95% CIs,[0.7697-0.8359]
cv_train_Std,0.0169
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.5758
cv_val_Cutoff,0.3293
cv_val_Acc,0.7323
cv_val_MCC,0.3639
cv_val_Sen,0.4419
cv_val_Spe,0.8810
cv_val_PPV,0.6552
cv_val_NPV,0.7551
cv_val_Youden Index,0.3228
cv_val_AUC,0.6672
cv_val_95% CIs,[0.5631-0.7713]
cv_val_Std,0.0531
