,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8659
balance_train_Cutoff,0.4479
balance_train_Acc,0.8988
balance_train_MCC,0.8004
balance_train_Sen,0.9405
balance_train_Spe,0.8571
balance_train_PPV,0.8681
balance_train_NPV,0.9351
balance_train_Youden Index,0.7976
balance_train_AUC,0.9321
balance_train_95% CIs,[0.8898-0.9744]
balance_train_Std,0.0216
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.7828
train_Cutoff,0.4967
train_Acc,0.8898
train_MCC,0.7611
train_Sen,0.8837
train_Spe,0.8929
train_PPV,0.8085
train_NPV,0.9375
train_Youden Index,0.7766
train_AUC,0.9230
train_95% CIs,[0.8715-0.9746]
train_Std,0.0263
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.6748
test_Cutoff,0.3672
test_Acc,0.8000
test_MCC,0.6141
test_Sen,0.8947
test_Spe,0.7500
test_PPV,0.6538
test_NPV,0.9310
test_Youden Index,0.6447
test_AUC,0.8509
test_95% CIs,[0.7442-0.9576]
test_Std,0.0544
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9692
cv_train_Cutoff,0.4979
cv_train_Acc,0.9420
cv_train_MCC,0.8844
cv_train_Sen,0.9583
cv_train_Spe,0.9256
cv_train_PPV,0.9280
cv_train_NPV,0.9569
cv_train_Youden Index,0.8839
cv_train_AUC,0.9744
cv_train_95% CIs,[0.9636-0.9853]
cv_train_Std,0.0055
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.6659
cv_val_Cutoff,0.5217
cv_val_Acc,0.8268
cv_val_MCC,0.6092
cv_val_Sen,0.7209
cv_val_Spe,0.8810
cv_val_PPV,0.7561
cv_val_NPV,0.8605
cv_val_Youden Index,0.6019
cv_val_AUC,0.8270
cv_val_95% CIs,[0.7431-0.9109]
cv_val_Std,0.0428
