,Coef
PCA_feature_2,-0.08758309012189296
PCA_feature_3,0.1344847606158206
PCA_feature_10,-0.2468985770849302
PCA_feature_11,0.2337504740431153
PCA_feature_15,-0.15325260589585338
PCA_feature_27,0.21789108957016415
PCA_feature_127,2.194597002508711e-16
PCA_feature_129,1.3220069870473517e-16
PCA_feature_131,-1.9384832729040569e-16
PCA_feature_132,2.491101667952021e-16
PCA_feature_133,-1.3834847552893767e-17
PCA_feature_138,-1.1653266848258725e-16
PCA_feature_139,-2.6103827682642407e-17
PCA_feature_140,1.1637526136786673e-18
PCA_feature_151,5.115522494740412e-18
PCA_feature_154,3.7943280543982655e-17
PCA_feature_167,6.851347534705903e-18
