,label,PCA_feature_2,PCA_feature_3,PCA_feature_11,PCA_feature_129,PCA_feature_131,PCA_feature_132
1,1.0,-11.033711753282216,22.530387107943348,-1.117372307835492,1.582067810090848e-15,4.440892098500626e-16,4.3021142204224816e-15
1,1.0,-11.033711753282216,22.530387107943348,-1.117372307835492,1.582067810090848e-15,4.440892098500626e-16,4.3021142204224816e-15
1,1.0,-11.033711753282216,22.530387107943348,-1.117372307835492,1.582067810090848e-15,4.440892098500626e-16,4.3021142204224816e-15
2,0.0,1.5259782573082017,-4.030280480650442,1.5533186667874217,1.2212453270876722e-15,-2.0122792321330962e-15,2.9004576518332215e-15
2,1.0,-3.863631772848839,34.37969619191428,-12.137164945259894,2.1371793224034263e-15,-2.1094237467877974e-15,2.3869795029440866e-15
2,1.0,-3.863631772848839,34.37969619191428,-12.137164945259894,2.1371793224034263e-15,-2.1094237467877974e-15,2.3869795029440866e-15
2,1.0,-3.863631772848839,34.37969619191428,-12.137164945259894,2.1371793224034263e-15,-2.1094237467877974e-15,2.3869795029440866e-15
3,0.0,-3.913129776579316,-10.457337549334719,2.9479532489589424,-1.5265566588595902e-16,-2.636779683484747e-16,3.885780586188048e-16
4,0.0,-5.9878147064194,-15.016616969710784,-0.7081732658768449,-5.828670879282072e-16,8.326672684688674e-17,5.273559366969494e-16
5,0.0,13.735192880997845,12.25635266614403,1.3938291897217958,-1.6930901125533637e-15,1.7139067942650854e-15,-1.0130785099704553e-15
5,1.0,-12.096472604772776,-5.570592956764212,6.385849141480519,1.4085954624931674e-15,-6.314393452555578e-16,1.096345236817342e-15
7,1.0,-8.580396105958863,-7.108741620284428,5.4109496026792,1.0685896612017132e-15,-9.228728892196614e-16,8.118505867571457e-16
7,1.0,-8.580396105958863,-7.108741620284428,5.4109496026792,1.0685896612017132e-15,-9.228728892196614e-16,8.118505867571457e-16
7,1.0,-8.580396105958863,-7.108741620284428,5.4109496026792,1.0685896612017132e-15,-9.228728892196614e-16,8.118505867571457e-16
7,0.0,-5.694542644848494,-13.957475739768627,-0.33872380426394877,3.7470027081099033e-16,4.85722573273506e-16,1.2351231148954867e-15
8,1.0,-6.65639952834578,-8.187356731638493,4.631548760844914,1.3079815008865125e-15,-2.706168622523819e-16,1.3964523981613297e-15
9,0.0,88.54737011593161,6.757358926328596,12.402311279699436,-4.385380947269368e-15,5.717648576819556e-15,-7.494005416219807e-15
10,1.0,12.102914272223764,11.951006727543882,-0.9088622277598302,-3.774758283725532e-15,3.649858193455202e-15,5.2735593669694936e-15
10,1.0,12.102914272223767,11.951006727543884,-0.9088622277598312,-3.941291737419306e-15,3.4555691641457997e-15,3.913536161803677e-15
11,0.0,21.208226417374178,-0.8327379288351415,-5.096007398092667,-2.6367796834847468e-15,2.8727020762175925e-15,-2.831068712794149e-15
11,1.0,-4.950303584885789,-7.6435775953978675,2.2606688359476026,2.0469737016526324e-16,1.3877787807814457e-16,1.942890293094024e-15
11,1.0,-4.950303584885789,-7.6435775953978675,2.2606688359476026,2.0469737016526324e-16,1.3877787807814457e-16,1.942890293094024e-15
