,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.5555
balance_train_Cutoff,0.5034
balance_train_Acc,0.5952
balance_train_MCC,0.1910
balance_train_Sen,0.5595
balance_train_Spe,0.6310
balance_train_PPV,0.6026
balance_train_NPV,0.5889
balance_train_Youden Index,0.1905
balance_train_AUC,0.5653
balance_train_95% CIs,[0.4774-0.6533]
balance_train_Std,0.0449
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.4190
train_Cutoff,0.5034
train_Acc,0.5906
train_MCC,0.1368
train_Sen,0.5116
train_Spe,0.6310
train_PPV,0.4151
train_NPV,0.7162
train_Youden Index,0.1426
train_AUC,0.5426
train_95% CIs,[0.4349-0.6503]
train_Std,0.0549
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.3447
test_Cutoff,0.4510
test_Acc,0.4727
test_MCC,0.2774
test_Sen,1.0000
test_Spe,0.1944
test_PPV,0.3958
test_NPV,1.0000
test_Youden Index,0.1944
test_AUC,0.5439
test_95% CIs,[0.3894-0.6983]
test_Std,0.0788
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.6051
cv_train_Cutoff,0.4976
cv_train_Acc,0.6190
cv_train_MCC,0.2718
cv_train_Sen,0.8601
cv_train_Spe,0.3780
cv_train_PPV,0.5803
cv_train_NPV,0.7299
cv_train_Youden Index,0.2381
cv_train_AUC,0.6304
cv_train_95% CIs,[0.5886-0.6723]
cv_train_Std,0.0213
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.3740
cv_val_Cutoff,0.5098
cv_val_Acc,0.6299
cv_val_MCC,0.1878
cv_val_Sen,0.4884
cv_val_Spe,0.7024
cv_val_PPV,0.4565
cv_val_NPV,0.7284
cv_val_Youden Index,0.1908
cv_val_AUC,0.5867
cv_val_95% CIs,[0.4827-0.6906]
cv_val_Std,0.0530
